"Path","SizeKB","Extension"
"textures\cine c emperor head.ddt","85.4",".ddt"
"textures\cine c emperor.ddt","341.4",".ddt"
"textures\cine c jiaolong.ddt","85.4",".ddt"
"textures\cine c shun shoulder.ddt","21.4",".ddt"
"textures\cine c shun spear.ddt","42.7",".ddt"
"textures\cine c shun.ddt","341.4",".ddt"
"textures\cine c zhi.ddt","85.4",".ddt"
"textures\cine e axeman axe.ddt","21.4",".ddt"
"textures\cine e axeman groin.ddt","10.7",".ddt"
"textures\cine e axeman shield.ddt","21.4",".ddt"
"textures\cine e axeman.ddt","85.4",".ddt"
"textures\cine e infantry hairmap.ddt","1.4",".ddt"
"textures\cine e infantry map.ddt","85.4",".ddt"
"textures\cine e osiris map.ddt","85.4",".ddt"
"textures\cine e setna.ddt","85.4",".ddt"
"textures\cine g ajax lion head map.ddt","42.7",".ddt"
"textures\cine g ajax map.ddt","85.4",".ddt"
"textures\cine g ajax old lion head map.ddt","10.7",".ddt"
"textures\cine g ajax old map.ddt","85.4",".ddt"
"textures\cine g ajax old shield map.ddt","21.4",".ddt"
"textures\cine g ajax old spear map.ddt","10.7",".ddt"
"textures\cine g ajax shield map.ddt","21.4",".ddt"
"textures\cine g ajax.ddt","85.4",".ddt"
"textures\cine g amanra map.ddt","85.4",".ddt"
"textures\cine g amanra old map.ddt","85.4",".ddt"
"textures\cine g amanra shield map.ddt","21.4",".ddt"
"textures\cine g amanra shield old map.ddt","21.4",".ddt"
"textures\cine g amanra weapon map.ddt","10.7",".ddt"
"textures\cine g amanra weapon old map.ddt","10.7",".ddt"
"textures\cine g chiron map.ddt","85.4",".ddt"
"textures\cine g gargarensis map.ddt","85.4",".ddt"
"textures\cine g hoplite shield cine.ddt","10.7",".ddt"
"textures\cine g hoplite shield.ddt","10.7",".ddt"
"textures\cine g hoplite spear.ddt","2.8",".ddt"
"textures\cine g kastor map.ddt","85.4",".ddt"
"textures\cine g odysseus map.ddt","85.4",".ddt"
"textures\cine g odysseus quiver map.ddt","21.4",".ddt"
"textures\cine g old man map.ddt","85.4",".ddt"
"textures\cine g poseidon pirate trident shadow.ddt","1.4",".ddt"
"textures\cine g poseidon stone.ddt","85.4",".ddt"
"textures\cine g poseidon trident.ddt","5.4",".ddt"
"textures\cine low e axe iron.ddt","1.4",".ddt"
"textures\cine n hersir hammer.ddt","5.4",".ddt"
"textures\cine n hersir.ddt","85.4",".ddt"
"textures\cine n huskarl cape.ddt","21.4",".ddt"
"textures\cine n huskarl.ddt","85.4",".ddt"
"textures\cine n reginleif map.ddt","85.4",".ddt"
"textures\cine n reginleif weapons map.ddt","85.4",".ddt"
"textures\cine n ulfsark cape.ddt","21.4",".ddt"
"textures\cine n ulfsark.ddt","85.4",".ddt"
"textures\cine quiver map.ddt","21.4",".ddt"
"textures\cine spear map.ddt","42.7",".ddt"
"textures\cine x hp arcusmap.ddt","85.4",".ddt"
"textures\cine x hp arcusweaponsmap.ddt","21.4",".ddt"
"textures\cine x hp automatonmap.ddt","85.4",".ddt"
"textures\cine x hp autoweaponsmap.ddt","85.4",".ddt"
"textures\cine x hp fanaticmap.ddt","85.4",".ddt"
"textures\cine x hp fanaticweaponsmap.ddt","10.7",".ddt"
"textures\cine x hp melagiusmap.ddt","85.4",".ddt"
"textures\cine x kastor adult sword.ddt","10.7",".ddt"
"textures\cine x kastor adult.ddt","85.4",".ddt"
"textures\cine x krios.ddt","85.4",".ddt"
"textures\cine x kriosred.ddt","85.4",".ddt"
"textures\cine x mp melagius head.ddt","0.4",".ddt"
"textures\cine x trident soldier cape.ddt","42.7",".ddt"
"textures\cine x trident soldier helmet.ddt","21.4",".ddt"
"textures\cine x trident soldier shield.ddt","85.4",".ddt"
"textures\cine x trident soldier.ddt","85.4",".ddt"
"textures\cinematic naval g trireme b.ddt","21.4",".ddt"
"textures\cinematic naval g trireme.ddt","85.4",".ddt"
"textures\circles.ddt","5.4",".ddt"
"textures\closebutton.ddt","0.4",".ddt"
"textures\cloud.ddt","341.4",".ddt"
"textures\command attack move icon.ddt","1",".ddt"
"textures\command god no isis icon.ddt","1.4",".ddt"
"textures\curvedbow.ddt","0.7",".ddt"
"textures\curvedbowquiver.ddt","1.4",".ddt"
"textures\cyclops high.ddt","85.4",".ddt"
"textures\defaultskyboxbk.ddt","85.4",".ddt"
"textures\defaultskyboxdn.ddt","85.4",".ddt"
"textures\defaultskyboxft.ddt","85.4",".ddt"
"textures\defaultskyboxlf.ddt","85.4",".ddt"
"textures\defaultskyboxrt.ddt","85.4",".ddt"
"textures\defaultskyboxup.ddt","85.4",".ddt"
"textures\defaultskybox_bk.ddt","85.4",".ddt"
"textures\defaultskybox_dn.ddt","1.4",".ddt"
"textures\defaultskybox_fr.ddt","85.4",".ddt"
"textures\defaultskybox_lf.ddt","85.4",".ddt"
"textures\defaultskybox_rt.ddt","85.4",".ddt"
"textures\defaultskybox_up.ddt","85.4",".ddt"
"textures\defaultsub.ddt","0.4",".ddt"
"textures\dgl_buttons.ddt","21.4",".ddt"
"textures\dialog.ddt","21.4",".ddt"
"textures\dialog_inset.ddt","21.4",".ddt"
"textures\diplomacy.ddt","0.4",".ddt"
"textures\dock icon 32x32.ddt","1.4",".ddt"
"textures\earth.ddt","85.4",".ddt"
"textures\economic icon 32x32.ddt","1.4",".ddt"
"textures\erebusskybox_bk.ddt","85.4",".ddt"
"textures\erebusskybox_dn.ddt","85.4",".ddt"
"textures\erebusskybox_fr.ddt","85.4",".ddt"
"textures\erebusskybox_lf.ddt","85.4",".ddt"
"textures\erebusskybox_rt.ddt","85.4",".ddt"
"textures\erebusskybox_up.ddt","85.4",".ddt"
"textures\es_logo.ddt","21.4",".ddt"
"textures\fog01.ddt","5.4",".ddt"
"textures\fog02.ddt","21.4",".ddt"
"textures\fog03.ddt","5.4",".ddt"
"textures\fog04.ddt","21.4",".ddt"
"textures\fog05.ddt","5.4",".ddt"
"textures\fog06.ddt","5.4",".ddt"
"textures\fog07.ddt","21.4",".ddt"
"textures\fog08.ddt","21.4",".ddt"
"textures\fogcircle.ddt","0.4",".ddt"
"textures\fogedgecorner.ddt","0.4",".ddt"
"textures\fogedgecorner4.ddt","0",".ddt"
"textures\fogedgecorner8.ddt","0.1",".ddt"
"textures\fogedgetwocorners.ddt","0.4",".ddt"
"textures\fogedgetwocorners4.ddt","0",".ddt"
"textures\fogedgetwocorners8.ddt","0.1",".ddt"
"textures\fogfourcorners.ddt","0.4",".ddt"
"textures\fogfourcorners4.ddt","0",".ddt"
"textures\fogfourcorners8.ddt","0.1",".ddt"
"textures\foglshape.ddt","0.4",".ddt"
"textures\foglshape4.ddt","0",".ddt"
"textures\foglshape8.ddt","0.1",".ddt"
"textures\foglshapecorner.ddt","0.4",".ddt"
"textures\foglshapecorner4.ddt","0",".ddt"
"textures\foglshapecorner8.ddt","0.1",".ddt"
"textures\fogonecorner.ddt","0.4",".ddt"
"textures\fogonecorner4.ddt","0",".ddt"
"textures\fogonecorner8.ddt","0.1",".ddt"
"textures\fogoneedge.ddt","0.4",".ddt"
"textures\fogoneedge4.ddt","0",".ddt"
"textures\fogoneedge8.ddt","0.1",".ddt"
"textures\fogthreecorners.ddt","0.4",".ddt"
"textures\fogthreecorners4.ddt","0",".ddt"
"textures\fogthreecorners8.ddt","0.1",".ddt"
"textures\fogtwocorners.ddt","0.4",".ddt"
"textures\fogtwocorners4.ddt","0",".ddt"
"textures\fogtwocorners8.ddt","0.1",".ddt"
"textures\fogtwoedges.ddt","0.4",".ddt"
"textures\fogtwoedges4.ddt","0",".ddt"
"textures\fogtwoedges8.ddt","0.1",".ddt"
"textures\fogtwooppositecorners.ddt","0.4",".ddt"
"textures\fogtwooppositecorners4.ddt","0",".ddt"
"textures\fogtwooppositecorners8.ddt","0.1",".ddt"
"textures\fogushape.ddt","0.4",".ddt"
"textures\fogushape4.ddt","0",".ddt"
"textures\fogushape8.ddt","0.1",".ddt"
"textures\forkboy map.ddt","21.4",".ddt"
"textures\g hypaspist highmodelmap.ddt","85.4",".ddt"
"textures\g hypaspist map 256.ddt","85.4",".ddt"
"textures\gaia pool ground.ddt","85.4",".ddt"
"textures\gaia wonder map1.ddt","85.4",".ddt"
"textures\gaia wonder map2.ddt","85.4",".ddt"
"textures\gaia wonder statue.ddt","21.4",".ddt"
"textures\gaiacreepflowersa.ddt","21.4",".ddt"
"textures\gaiacreepflowersaop.ddt","1.4",".ddt"
"textures\gaiaflowers map.ddt","5.4",".ddt"
"textures\general body.ddt","5.4",".ddt"
"textures\general head.ddt","1.4",".ddt"
"textures\general shield.ddt","10.7",".ddt"
"textures\general sword.ddt","0.7",".ddt"
"textures\generate_favor.ddt","1",".ddt"
"textures\generate_food.ddt","1",".ddt"
"textures\generate_gold.ddt","1",".ddt"
"textures\generate_wood.ddt","1",".ddt"
"textures\gine g kamos map.ddt","85.4",".ddt"
"textures\gine g kamos map2.ddt","85.4",".ddt"
"textures\god major hades icon 128.ddt","21.4",".ddt"
"textures\god major loki icon 128.ddt","21.4",".ddt"
"textures\god major ra icon 128.ddt","21.4",".ddt"
"textures\god minor portrait atlantis atlas.ddt","85.4",".ddt"
"textures\god minor portrait atlantis hekate.ddt","85.4",".ddt"
"textures\god minor portrait atlantis helios.ddt","85.4",".ddt"
"textures\god minor portrait atlantis hyperion.ddt","85.4",".ddt"
"textures\god minor portrait atlantis leto.ddt","85.4",".ddt"
"textures\god minor portrait atlantis okeanus.ddt","85.4",".ddt"
"textures\god minor portrait atlantis prometheus.ddt","85.4",".ddt"
"textures\god minor portrait atlantis rheia.ddt","85.4",".ddt"
"textures\god minor portrait atlantis theia.ddt","85.4",".ddt"
"textures\god minor portrait chinese aokuang.ddt","175.1",".ddt"
"textures\god minor portrait chinese change.ddt","123.6",".ddt"
"textures\god minor portrait chinese chongli.ddt","166.9",".ddt"
"textures\god minor portrait chinese dabogong.ddt","164.2",".ddt"
"textures\god minor portrait chinese hebo.ddt","174.1",".ddt"
"textures\god minor portrait chinese huangdi.ddt","139.2",".ddt"
"textures\god minor portrait chinese sunwukong.ddt","166.5",".ddt"
"textures\god minor portrait chinese xiwangmu.ddt","153.6",".ddt"
"textures\god minor portrait chinese zhongkui.ddt","156.1",".ddt"
"textures\god minor portrait egypt anubis.ddt","85.4",".ddt"
"textures\god minor portrait egypt bast.ddt","85.4",".ddt"
"textures\god minor portrait egypt hathor.ddt","85.4",".ddt"
"textures\god minor portrait egypt horus.ddt","85.4",".ddt"
"textures\god minor portrait egypt nephthys.ddt","85.4",".ddt"
"textures\god minor portrait egypt osiris.ddt","85.4",".ddt"
"textures\god minor portrait egypt ptah.ddt","85.4",".ddt"
"textures\god minor portrait egypt sekhmet.ddt","85.4",".ddt"
"textures\god minor portrait egypt thoth.ddt","85.4",".ddt"
"textures\god minor portrait greek aphrodite.ddt","85.4",".ddt"
"textures\god minor portrait greek apollo.ddt","85.4",".ddt"
"textures\god minor portrait greek ares.ddt","85.4",".ddt"
"textures\god minor portrait greek artemis.ddt","85.4",".ddt"
"textures\god minor portrait greek athena.ddt","85.4",".ddt"
"textures\god minor portrait greek dionysus.ddt","85.4",".ddt"
"textures\god minor portrait greek hephaestus.ddt","85.4",".ddt"
"textures\god minor portrait greek hera.ddt","85.4",".ddt"
"textures\god minor portrait greek hermes.ddt","85.4",".ddt"
"textures\god minor portrait norse baldr.ddt","85.4",".ddt"
"textures\god minor portrait norse bragi.ddt","85.4",".ddt"
"textures\god minor portrait norse forseti.ddt","85.4",".ddt"
"textures\god minor portrait norse freyja.ddt","85.4",".ddt"
"textures\god minor portrait norse heimdall.ddt","85.4",".ddt"
"textures\god minor portrait norse hel.ddt","85.4",".ddt"
"textures\god minor portrait norse njord.ddt","85.4",".ddt"
"textures\god minor portrait norse skadi.ddt","85.4",".ddt"
"textures\god minor portrait norse tyr.ddt","85.4",".ddt"
"textures\god n frost haze map.ddt","1.4",".ddt"
"textures\god n frost ice map.ddt","1.4",".ddt"
"textures\god n frost particle map.ddt","1.4",".ddt"
"textures\god n frost shocksmall map.ddt","21.4",".ddt"
"textures\god n frost shockwave map.ddt","21.4",".ddt"
"textures\god n ice block map.ddt","21.4",".ddt"
"textures\god n ice sheet map.ddt","21.4",".ddt"
"textures\god n shadow ice map.ddt","5.4",".ddt"
"textures\god power call to arms icon.ddt","4",".ddt"
"textures\god power examination icon.ddt","2",".ddt"
"textures\god power firestorm icon.ddt","1.4",".ddt"
"textures\god power flood icon.ddt","4",".ddt"
"textures\god power inferno icon.ddt","4",".ddt"
"textures\god power journey icon.ddt","16",".ddt"
"textures\god power recreation icon.ddt","4",".ddt"
"textures\god power uproot icon.ddt","2",".ddt"
"textures\gold icon 32x32.ddt","1.4",".ddt"
"textures\gp x hesperides tree decal.ddt","85.4",".ddt"
"textures\gp x hesperides tree shadow.ddt","64",".ddt"
"textures\gp x hesperides tree.ddt","85.4",".ddt"
"textures\gp x tartarian gate crack a.ddt","5.4",".ddt"
"textures\gp x tartarian gate crack b.ddt","5.4",".ddt"
"textures\gp x tartarian gate creature a.ddt","21.4",".ddt"
"textures\gp x tartarian gate creature b.ddt","21.4",".ddt"
"textures\gp x tartarian gate creature corpse bodya.ddt","5.4",".ddt"
"textures\gp x tartarian gate creature corpse skeletona.ddt","5.4",".ddt"
"textures\gp x tartarian gate creature.ddt","21.4",".ddt"
"textures\gp x tartarian gate ground.ddt","85.4",".ddt"
"textures\gp x tartarian gate hole.ddt","10.7",".ddt"
"textures\gp x tartarian gate lavapool.ddt","21.4",".ddt"
"textures\gp x tartarian gate shimmer.ddt","5.4",".ddt"
"textures\gp x tartarian gate.ddt","21.4",".ddt"
"textures\greek button background.ddt","21.4",".ddt"
"textures\greekheromap.ddt","85.4",".ddt"
"textures\greektree01.ddt","2.7",".ddt"
"textures\grid1.ddt","21.4",".ddt"
"textures\hades2.ddt","85.4",".ddt"
"textures\hammer.ddt","1.4",".ddt"
"textures\hero c general cape.ddt","21.4",".ddt"
"textures\hero c general flag alpha.ddt","1.4",".ddt"
"textures\hero c general flag.ddt","10.7",".ddt"
"textures\hero c general head.ddt","1.4",".ddt"
"textures\hero c general horse.ddt","21.4",".ddt"
"textures\hero c general icon.ddt","4",".ddt"
"textures\hero c general.ddt","21.4",".ddt"
"textures\hero c immortal icon.ddt","2",".ddt"
"textures\hero c immortal.ddt","5.4",".ddt"
"textures\hero c monk head.ddt","1.4",".ddt"
"textures\hero c monk icon.ddt","4",".ddt"
"textures\hero c monk weapon.ddt","2.8",".ddt"
"textures\hero c monk.ddt","5.4",".ddt"
"textures\hero g achilles cape.ddt","2.7",".ddt"
"textures\hero g achilles corpse bodya.ddt","1.4",".ddt"
"textures\hero g achilles corpse skeletona.ddt","1.4",".ddt"
"textures\hero g achilles.ddt","21.4",".ddt"
"textures\hero g achillies corpse bodya.ddt","1.4",".ddt"
"textures\hero g achillies corpse skeletona.ddt","1.4",".ddt"
"textures\hero g ajax corpse bodya.ddt","1.4",".ddt"
"textures\hero g ajax corpse skeletona.ddt","1.4",".ddt"
"textures\hero g ajax shield.ddt","5.4",".ddt"
"textures\hero g ajax spear.ddt","2.8",".ddt"
"textures\hero g ajax.ddt","5.4",".ddt"
"textures\hero g atalanta corpse bodya.ddt","1.4",".ddt"
"textures\hero g atalanta corpse skeletona.ddt","1.4",".ddt"
"textures\hero g atalanta head standard.ddt","1.4",".ddt"
"textures\hero g atalanta shield.ddt","2.7",".ddt"
"textures\hero g atalanta.ddt","5.4",".ddt"
"textures\hero g athena head low map.ddt","1.4",".ddt"
"textures\hero g athena low map.ddt","5.4",".ddt"
"textures\hero g belerophon corpse bodya.ddt","5.4",".ddt"
"textures\hero g belerophon corpse skeletona.ddt","5.4",".ddt"
"textures\hero g belerophon head.ddt","2.7",".ddt"
"textures\hero g belerophon shield.ddt","2.7",".ddt"
"textures\hero g belerophon.ddt","5.4",".ddt"
"textures\hero g bellerophon shield.ddt","2.7",".ddt"
"textures\hero g chiron corpse bodya.ddt","5.4",".ddt"
"textures\hero g chiron corpse skeletona.ddt","5.4",".ddt"
"textures\hero g chiron shield.ddt","2.7",".ddt"
"textures\hero g chiron.ddt","85.4",".ddt"
"textures\hero g heracles club.ddt","0.7",".ddt"
"textures\hero g heracles head.ddt","2.7",".ddt"
"textures\hero g heracles shield.ddt","2.7",".ddt"
"textures\hero g heracles.ddt","5.4",".ddt"
"textures\hero g hercules corpse bodya.ddt","1.4",".ddt"
"textures\hero g hercules corpse skeletona.ddt","1.4",".ddt"
"textures\hero g hercules head.ddt","2.7",".ddt"
"textures\hero g hercules.ddt","5.4",".ddt"
"textures\hero g hippolyta corpse bodya.ddt","1.4",".ddt"
"textures\hero g hippolyta corpse skeletona.ddt","1.4",".ddt"
"textures\hero g hippolyta head standard.ddt","1.4",".ddt"
"textures\hero g hippolyta.ddt","5.4",".ddt"
"textures\hero g jason corpse bodya.ddt","1.4",".ddt"
"textures\hero g jason corpse skeletona.ddt","1.4",".ddt"
"textures\hero g jason head standard.ddt","1.4",".ddt"
"textures\hero g jason shield.ddt","2.7",".ddt"
"textures\hero g jason standard.ddt","5.4",".ddt"
"textures\hero g melagius corpse bodya.ddt","1.4",".ddt"
"textures\hero g melagius corpse skeletona.ddt","1.4",".ddt"
"textures\hero g perseus corpse bodya.ddt","1.4",".ddt"
"textures\hero g perseus corpse skeletona.ddt","1.4",".ddt"
"textures\hero g perseus head standard.ddt","2.7",".ddt"
"textures\hero g perseus standard.ddt","5.4",".ddt"
"textures\hero g physician head.ddt","1.4",".ddt"
"textures\hero g physician.ddt","5.4",".ddt"
"textures\hero g polyphemus corpse bodya.ddt","5.4",".ddt"
"textures\hero g polyphemus corpse skeletona.ddt","5.4",".ddt"
"textures\hero g polyphemus shield.ddt","2.7",".ddt"
"textures\hero g theseus corpse bodya.ddt","1.4",".ddt"
"textures\hero g theseus corpse skeletona.ddt","1.4",".ddt"
"textures\hero g theseus head standard.ddt","1.4",".ddt"
"textures\hero g theseus shield.ddt","2.7",".ddt"
"textures\hero g theseus.ddt","5.4",".ddt"
"textures\hero n hero hammer low.ddt","0.4",".ddt"
"textures\hero n hero hammer.ddt","1.4",".ddt"
"textures\hero n hero head low.ddt","1.4",".ddt"
"textures\hero n hero head.ddt","5.4",".ddt"
"textures\hero n hero low.ddt","5.4",".ddt"
"textures\hero n hero.ddt","21.4",".ddt"
"textures\hero n hersir corpse bodya.ddt","1.4",".ddt"
"textures\hero n hersir corpse skeletona.ddt","1.4",".ddt"
"textures\hero n hersir head.ddt","5.4",".ddt"
"textures\hero n hersir.ddt","21.4",".ddt"
"textures\hero n ragnorok axe.ddt","1.4",".ddt"
"textures\hero n ragnorok dwarf corpse bodya.ddt","1.4",".ddt"
"textures\hero n ragnorok dwarf corpse skeletona.ddt","1.4",".ddt"
"textures\hero n ragnorok female corpse bodya.ddt","1.4",".ddt"
"textures\hero n ragnorok female corpse skeletona.ddt","1.4",".ddt"
"textures\hero n ragnorok female head.ddt","1.4",".ddt"
"textures\hero n ragnorok female.ddt","5.4",".ddt"
"textures\hero n ragnorok male corpse bodya.ddt","1.4",".ddt"
"textures\hero n ragnorok male corpse skeletona.ddt","1.4",".ddt"
"textures\hero n ragnorok male head.ddt","1.4",".ddt"
"textures\hero n ragnorok male.ddt","5.4",".ddt"
"textures\hero x ajax shield.ddt","5.4",".ddt"
"textures\hero x ajax spear.ddt","2.8",".ddt"
"textures\hero x ajax.ddt","5.4",".ddt"
"textures\hero x kastor.ddt","5.4",".ddt"
"textures\hoplitemap cine.ddt","85.4",".ddt"
"textures\hoplitemap.ddt","85.4",".ddt"
"textures\house icon 32x32.ddt","1.4",".ddt"
"textures\icetitan.ddt","85.4",".ddt"
"textures\icon object stat attack pierce.ddt","0.4",".ddt"
"textures\icon resource population.ddt","0.7",".ddt"
"textures\igc stone prop.ddt","21.4",".ddt"
"textures\improvement acupuncture icon.ddt","3.5",".ddt"
"textures\improvement aokuang icon.ddt","4",".ddt"
"textures\improvement bone oracle script icon.ddt","2",".ddt"
"textures\improvement burials icon.ddt","4",".ddt"
"textures\improvement celestial palace icon.ddt","4",".ddt"
"textures\improvement champion barracks icon.ddt","4",".ddt"
"textures\improvement change icon.ddt","4",".ddt"
"textures\improvement chongli icon.ddt","4",".ddt"
"textures\improvement dabogong icon.ddt","4",".ddt"
"textures\improvement dragon scales icon.ddt","2",".ddt"
"textures\improvement east sea icon.ddt","4",".ddt"
"textures\improvement elixir of immortality icon.ddt","4",".ddt"
"textures\improvement golden banded staff icon.ddt","4",".ddt"
"textures\improvement golden peaches icon.ddt","4",".ddt"
"textures\improvement heavenly fire icon.ddt","4",".ddt"
"textures\improvement heavy barracks icon.ddt","4",".ddt"
"textures\improvement hebo icon.ddt","4",".ddt"
"textures\improvement house altars icon.ddt","4",".ddt"
"textures\improvement houyis bow icon.ddt","4",".ddt"
"textures\improvement huangdi icon.ddt","4",".ddt"
"textures\improvement jade rabbit icon.ddt","2",".ddt"
"textures\improvement landlord spirit icon.ddt","4",".ddt"
"textures\improvement life drain icon.ddt","4",".ddt"
"textures\improvement lord of the river icon.ddt","64",".ddt"
"textures\improvement medium barracks icon.ddt","4",".ddt"
"textures\improvement nezhas defeat icon.ddt","4",".ddt"
"textures\improvement oracle bone script icon.ddt","2",".ddt"
"textures\improvement paper talisman icon.ddt","4",".ddt"
"textures\improvement pillar of the ocean icon.ddt","4",".ddt"
"textures\improvement stone armor icon.ddt","4",".ddt"
"textures\improvement sunwukong icon.ddt","4",".ddt"
"textures\improvement tiger spirit icon.ddt","4",".ddt"
"textures\improvement wheelbarrow icon.ddt","4",".ddt"
"textures\improvement xiwangmu icon.ddt","4",".ddt"
"textures\improvement zhongkui icon.ddt","4",".ddt"
"textures\infantry c halberdier bronze.ddt","5.4",".ddt"
"textures\infantry c halberdier copper.ddt","5.4",".ddt"
"textures\infantry c halberdier head bronze.ddt","1.4",".ddt"
"textures\infantry c halberdier head copper.ddt","1.4",".ddt"
"textures\infantry c halberdier head iron.ddt","1.4",".ddt"
"textures\infantry c halberdier head standard.ddt","1.4",".ddt"
"textures\infantry c halberdier icon.ddt","4",".ddt"
"textures\infantry c halberdier iron.ddt","5.4",".ddt"
"textures\infantry c halberdier standard.ddt","5.4",".ddt"
"textures\infantry e axeman axe map.ddt","1.4",".ddt"
"textures\infantry e axeman bronze.ddt","5.4",".ddt"
"textures\infantry e axeman copper.ddt","5.4",".ddt"
"textures\infantry e axeman corpse bodya.ddt","1.4",".ddt"
"textures\infantry e axeman corpse skeletona.ddt","1.4",".ddt"
"textures\infantry e axeman head bronze.ddt","1.4",".ddt"
"textures\infantry e axeman head copper.ddt","1.4",".ddt"
"textures\infantry e axeman head iron.ddt","1.4",".ddt"
"textures\infantry e axeman head standard.ddt","1.4",".ddt"
"textures\infantry e axeman iron.ddt","5.4",".ddt"
"textures\infantry e axeman map.ddt","5.4",".ddt"
"textures\infantry e axeman standard.ddt","5.4",".ddt"
"textures\infantry e chariot archer iron map.ddt","5.4",".ddt"
"textures\infantry e khopesh bronze.ddt","5.4",".ddt"
"textures\infantry e khopesh copper.ddt","5.4",".ddt"
"textures\infantry e khopesh head bronze.ddt","2.7",".ddt"
"textures\infantry e khopesh head copper.ddt","2.7",".ddt"
"textures\infantry e khopesh head iron.ddt","2.7",".ddt"
"textures\infantry e khopesh head standard.ddt","2.7",".ddt"
"textures\infantry e khopesh iron.ddt","5.4",".ddt"
"textures\infantry e khopesh standard.ddt","5.4",".ddt"
"textures\infantry e mercenary corpse bodya.ddt","1.4",".ddt"
"textures\infantry e mercenary corpse skeletona.ddt","1.4",".ddt"
"textures\infantry e mercenary head.ddt","1.4",".ddt"
"textures\infantry e mercenary.ddt","5.4",".ddt"
"textures\infantry e spearman bronze.ddt","5.4",".ddt"
"textures\infantry e spearman copper.ddt","5.4",".ddt"
"textures\infantry e spearman corpse bodya.ddt","1.4",".ddt"
"textures\infantry e spearman corpse skeletona.ddt","1.4",".ddt"
"textures\infantry e spearman head bronze.ddt","2.7",".ddt"
"textures\infantry e spearman head copper.ddt","2.7",".ddt"
"textures\infantry e spearman head iron.ddt","2.7",".ddt"
"textures\infantry e spearman head standard.ddt","1.4",".ddt"
"textures\infantry e spearman iron.ddt","5.4",".ddt"
"textures\infantry e spearman map.ddt","5.4",".ddt"
"textures\infantry e spearman shield map.ddt","1.4",".ddt"
"textures\infantry e spearman standard.ddt","5.4",".ddt"
"textures\infantry g hoplite bronze.ddt","5.4",".ddt"
"textures\infantry g hoplite copper.ddt","5.4",".ddt"
"textures\infantry g hoplite corpse bodya.ddt","1.4",".ddt"
"textures\infantry g hoplite corpse skeletona.ddt","1.4",".ddt"
"textures\infantry g hoplite head bronze.ddt","1.4",".ddt"
"textures\infantry g hoplite head copper.ddt","1.4",".ddt"
"textures\infantry g hoplite head iron cine.ddt","1.4",".ddt"
"textures\infantry g hoplite head iron.ddt","1.4",".ddt"
"textures\infantry g hoplite head standard.ddt","1.4",".ddt"
"textures\infantry g hoplite iron cine.ddt","5.4",".ddt"
"textures\infantry g hoplite iron.ddt","5.4",".ddt"
"textures\infantry g hoplite map_01.ddt","5.4",".ddt"
"textures\infantry g hoplite map_02.ddt","5.4",".ddt"
"textures\infantry g hoplite map_03.ddt","5.4",".ddt"
"textures\infantry g hoplite map_04.ddt","5.4",".ddt"
"textures\infantry g hoplite standard.ddt","5.4",".ddt"
"textures\infantry g hypaspist bronze.ddt","5.4",".ddt"
"textures\infantry g hypaspist cape.ddt","1.4",".ddt"
"textures\infantry g hypaspist copper.ddt","5.4",".ddt"
"textures\infantry g hypaspist corpse bodya.ddt","1.4",".ddt"
"textures\infantry g hypaspist corpse skeletona.ddt","1.4",".ddt"
"textures\infantry g hypaspist head bronze.ddt","1.4",".ddt"
"textures\infantry g hypaspist head copper.ddt","1.4",".ddt"
"textures\infantry g hypaspist head iron.ddt","1.4",".ddt"
"textures\infantry g hypaspist head standard.ddt","1.4",".ddt"
"textures\infantry g hypaspist iron.ddt","5.4",".ddt"
"textures\infantry g hypaspist map.ddt","5.4",".ddt"
"textures\infantry g hypaspist standard.ddt","5.4",".ddt"
"textures\infantry g militia corpse bodya.ddt","1.4",".ddt"
"textures\infantry g militia corpse skeletona.ddt","1.4",".ddt"
"textures\infantry g militia head.ddt","2.7",".ddt"
"textures\infantry g militia.ddt","5.4",".ddt"
"textures\infantry g myrmidon corpse bodya.ddt","1.4",".ddt"
"textures\infantry g myrmidon corpse skeletona.ddt","1.4",".ddt"
"textures\infantry g myrmidon head iron.ddt","2.7",".ddt"
"textures\infantry g myrmidon iron.ddt","5.4",".ddt"
"textures\infantry n bondi bronze.ddt","5.4",".ddt"
"textures\infantry n bondi copper.ddt","5.4",".ddt"
"textures\infantry n bondi head bronze.ddt","1.4",".ddt"
"textures\infantry n bondi head copper.ddt","1.4",".ddt"
"textures\infantry n bondi head iron.ddt","1.4",".ddt"
"textures\infantry n bondi head standard.ddt","1.4",".ddt"
"textures\infantry n bondi iron.ddt","5.4",".ddt"
"textures\infantry n bondi standard.ddt","5.4",".ddt"
"textures\infantry n huskarl bronze.ddt","5.4",".ddt"
"textures\infantry n huskarl cape.ddt","1.4",".ddt"
"textures\infantry n huskarl copper.ddt","5.4",".ddt"
"textures\infantry n huskarl corpse bodya.ddt","1.4",".ddt"
"textures\infantry n huskarl corpse skeletona.ddt","1.4",".ddt"
"textures\infantry n huskarl head bronze.ddt","1.4",".ddt"
"textures\infantry n huskarl head copper.ddt","1.4",".ddt"
"textures\infantry n huskarl head iron.ddt","1.4",".ddt"
"textures\infantry n huskarl head standard.ddt","1.4",".ddt"
"textures\infantry n huskarl iron.ddt","5.4",".ddt"
"textures\infantry n huskarl standard.ddt","5.4",".ddt"
