"MaterialFile","Texture","ColorTransform","PixelXForm"
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_2.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_3.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_1.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_2.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_3.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_death_0.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_death_1.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_0.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_3.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_death_0.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_death_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armory destructed_0.mtrl.xml","Building G Destroyed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_1.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_2.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_3.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_death_0.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_death_1.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_death_2.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_1.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_2.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_3.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_death_0.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_death_1.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_1.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_2.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_3.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_2.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_3.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks destructed_0.mtrl.xml","Building G Destroyed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_1.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_2.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_3.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_death_0.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_death_1.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_death_2.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_2.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_3.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_death_0.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_death_1.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g construction fortress2_0.mtrl.xml","Building G FortressWall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g construction fortress2_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g construction fortress2_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionarchery range_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionarchery range_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionarchery range_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionarmory_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionarmory_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionarmory_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionbarracks_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionbarracks_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionbarracks_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructiondock_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructiondock_1.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionhouse_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionhouse_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionhouse_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionmarket_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionmarket_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionmarket_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionmine_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionmine_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionmine_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionstable_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionstable_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionstable_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionstorehouse_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionstorehouse_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructionstorehouse_2.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructiontemple_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructiontemple_1.mtrl.xml","player color texture","1",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g constructiontemple_2.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_0.mtrl.xml","Naval G All","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_1.mtrl.xml","Naval G All","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_2.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_3.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_4.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_0.mtrl.xml","Naval G All","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_1.mtrl.xml","Naval G All","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_2.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_3.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_4.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_0.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_3.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_4.mtrl.xml","Naval G All","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_5.mtrl.xml","Naval G All","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_0.mtrl.xml","Building G RoofAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_1.mtrl.xml","Building G WallsAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_3.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_4.mtrl.xml","Naval G All","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_5.mtrl.xml","Naval G All","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_0.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_2.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_3.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_4.mtrl.xml","Naval G All","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_5.mtrl.xml","Naval G All","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_0.mtrl.xml","Building G WallsAge3","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_1.mtrl.xml","Building G RoofAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_2.mtrl.xml","Building G WallsAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_3.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_4.mtrl.xml","Naval G All","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_5.mtrl.xml","Naval G All","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fort dam stage1_0.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fort dam stage2_0.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fort dam stage3_0.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_closed_1.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_closing_0.mtrl.xml","Building G Fortifiedwall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_closing_1.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_opening_0.mtrl.xml","Building G Fortifiedwall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_opening_1.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_open_0.mtrl.xml","Building G Fortifiedwall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall connector_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall connector_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall long_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall medium_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall short_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_1.mtrl.xml","Building G FortressWall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_2.mtrl.xml","Building G FortressWall2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_3.mtrl.xml","Building G FortressWall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_death_0.mtrl.xml","Building G FortressWall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_death_1.mtrl.xml","Building G FortressWall2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_death_2.mtrl.xml","Building G FortressWall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_1.mtrl.xml","Building G FortressWall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_2.mtrl.xml","Building G FortressWall2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_3.mtrl.xml","Building G FortressWall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_death_0.mtrl.xml","Building G FortressWall","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_death_1.mtrl.xml","Building G FortressWall2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_death_2.mtrl.xml","Building G FortressWall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress cindestructed_0.mtrl.xml","building g fortresswall destructed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress cindestructed_1.mtrl.xml","building g fortresswall2 Destructed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress destructed_1.mtrl.xml","building g fortresswall2 Destructed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortressconstruction_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortressconstruction_2.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage1_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage1_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage2_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage2_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage3_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage3_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage3_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage3_death_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage1_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage1_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage2_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage2_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage3_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage3_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage3_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage3_death_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage1_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage1_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage2_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage3_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage3_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage3_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage3_death_1.mtrl.xml","Building Wall Damage","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closeddam1_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closeddam2_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closeddam3_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closed_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closingdam1_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closingdam2_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closingdam3_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_closing_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_opendam1_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_opendam2_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_opendam3_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_openingdam1_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_openingdam2_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_openingdam3_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_opening_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g gate_open_0.mtrl.xml","Building G GateAll","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g granary destructed_0.mtrl.xml","Building G Destroyed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_0.mtrl.xml","Building G Towers","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_1.mtrl.xml","Building G Towers","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_death_0.mtrl.xml","Building G Towers","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_death_1.mtrl.xml","Building G Towers","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_0.mtrl.xml","Building G Towers","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_1.mtrl.xml","Building G Towers","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_death_0.mtrl.xml","Building G Towers","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_death_1.mtrl.xml","Building G Towers","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_0.mtrl.xml","World G Hades Temple","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_1.mtrl.xml","World G Hades Temple","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_death_0.mtrl.xml","World G Hades Temple","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_death_1.mtrl.xml","World G Hades Temple","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_0.mtrl.xml","Building G Hades Wonder","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_1.mtrl.xml","Building G Hades Wonder01","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_2.mtrl.xml","Building G Hades Wonder","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_death_0.mtrl.xml","Building G Hades Wonder","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_death_1.mtrl.xml","Building G Hades Wonder01","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_death_2.mtrl.xml","Building G Hades Wonder","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con2_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con2_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con2_3.mtrl.xml","Building G Hades Wonder","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con2_4.mtrl.xml","Building G Hades Wonder01","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_0.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_1.mtrl.xml","Building Construction","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_3.mtrl.xml","Building G Hades Wonder01","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_4.mtrl.xml","Building G Hades Wonder","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_5.mtrl.xml","Building G Hades Wonder","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g house destructed_0.mtrl.xml","Building G Destroyed","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_1.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_2.mtrl.xml","Building G Age0","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_death_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_0.mtrl.xml","Building Attachments","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_1.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_2.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_3.mtrl.xml","Building G WallsAge1","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_death_0.mtrl.xml","Building G WallsAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_death_1.mtrl.xml","Building G RoofAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_death_2.mtrl.xml","Building G WallsAge1","4",""
