"Filename","BTIFile","NoAlphaTest","AlphaBits","Format"
"infantry n bondi head standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head standard.bti","True","1","BC3"
"infantry n bondi iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi iron.bti","True","1","BC3"
"infantry n bondi standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi standard.bti","True","1","BC3"
"infantry n huskarl bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl bronze.bti","True","1","BC3"
"infantry n huskarl cape","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl cape.bti","False","1","BC3"
"infantry n huskarl copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl copper.bti","True","1","BC3"
"infantry n huskarl corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl corpse bodya.bti","False","4","BC3"
"infantry n huskarl corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl corpse skeletona.bti","False","4","BC3"
"infantry n huskarl head bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl head bronze.bti","False","0","BC3"
"infantry n huskarl head copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl head copper.bti","False","0","BC3"
"infantry n huskarl head iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl head iron.bti","False","0","BC3"
"infantry n huskarl head standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl head standard.bti","False","0","BC3"
"infantry n huskarl iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl iron.bti","True","1","BC3"
"infantry n huskarl standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl standard.bti","True","1","BC3"
"infantry n ulfsark bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark bronze.bti","True","1","BC3"
"infantry n ulfsark cape bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark cape bronze.bti","False","0","BC3"
"infantry n ulfsark cape copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark cape copper.bti","False","0","BC3"
"infantry n ulfsark cape iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark cape iron.bti","False","0","BC3"
"infantry n ulfsark cape standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark cape standard.bti","False","0","BC3"
"infantry n ulfsark copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark copper.bti","True","1","BC3"
"infantry n ulfsark corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark corpse bodya.bti","False","4","BC3"
"infantry n ulfsark corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark corpse skeletona.bti","False","4","BC3"
"infantry n ulfsark head bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark head bronze.bti","False","0","BC3"
"infantry n ulfsark head copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark head copper.bti","False","0","BC3"
"infantry n ulfsark head iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark head iron.bti","False","0","BC3"
"infantry n ulfsark head scout","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark head scout.bti","False","0","BC3"
"infantry n ulfsark head standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark head standard.bti","False","0","BC3"
"infantry n ulfsark iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark iron.bti","True","1","BC3"
"infantry n ulfsark map","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark map.bti","True","1","BC3"
"infantry n ulfsark scout","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark scout.bti","True","1","BC3"
"infantry n ulfsark standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark standard.bti","True","1","BC3"
"infantry x 2 sword fighter corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter corpse bodya.bti","False","4","BC3"
"infantry x 2 sword fighter corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter corpse skeletona.bti","False","4","BC3"
"infantry x 2 sword fighter hero","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter hero.bti","True","1","BC3"
"infantry x 2 sword fighter iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter iron.bti","True","1","BC3"
"infantry x maceman bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman bronze.bti","True","1","BC3"
"infantry x maceman copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman copper.bti","True","1","BC3"
"infantry x maceman corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman corpse bodya.bti","False","4","BC3"
"infantry x maceman corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman corpse skeletona.bti","False","4","BC3"
"infantry x maceman hero","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman hero.bti","True","1","BC3"
"infantry x maceman iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman iron.bti","True","1","BC3"
"infantry x maceman standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman standard.bti","True","1","BC3"
"infantry x swordsman bronze","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman bronze.bti","True","1","BC3"
"infantry x swordsman copper","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman copper.bti","True","1","BC3"
"infantry x swordsman hero","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman hero.bti","True","1","BC3"
"infantry x swordsman iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman iron.bti","True","1","BC3"
"infantry x swordsman standard","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman standard.bti","True","1","BC3"
"infantry x swordsmen corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsmen corpse bodya.bti","False","4","BC3"
"infantry x swordsmen corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsmen corpse skeletona.bti","False","4","BC3"
"infantry x trident soldier cape iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier cape iron.bti","True","1","BC3"
"infantry x trident soldier corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier corpse bodya.bti","False","4","BC3"
"infantry x trident soldier corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier corpse skeletona.bti","False","4","BC3"
"infantry x trident soldier head hero","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier head hero.bti","True","1","BC3"
"infantry x trident soldier head iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier head iron.bti","True","1","BC3"
"infantry x trident soldier hero","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier hero.bti","True","1","BC3"
"infantry x trident soldier iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier iron.bti","True","1","BC3"
"infantry x trident soldier shield hero","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield hero.bti","True","1","BC3"
"infantry x trident soldier shield iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield iron.bti","True","1","BC3"
"infantry x trident soldier trident iron","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier trident iron.bti","False","0","BC3"
"jceblend","D:\AI_upscaling\AoMEE\extracted\textures\jceblend.bti","False","0","BC3"
"jceblendcircle","D:\AI_upscaling\AoMEE\extracted\textures\jceblendcircle.bti","False","0","BC3"
"jceblendcircle2","D:\AI_upscaling\AoMEE\extracted\textures\jceblendcircle2.bti","False","0","BC3"
"jceblendcircle3","D:\AI_upscaling\AoMEE\extracted\textures\jceblendcircle3.bti","False","0","BC3"
"jceblendcorner","D:\AI_upscaling\AoMEE\extracted\textures\jceblendcorner.bti","False","0","BC3"
"jceblendcorner2","D:\AI_upscaling\AoMEE\extracted\textures\jceblendcorner2.bti","False","0","BC3"
"jceblendedge","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedge.bti","False","0","BC3"
"jceblendedge2","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedge2.bti","False","0","BC3"
"jceblendedge3","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedge3.bti","False","0","BC3"
"jceblendedge4","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedge4.bti","False","0","BC3"
"jceblendedge5","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedge5.bti","False","0","BC3"
"jceblendedgecorner","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedgecorner.bti","False","0","BC3"
"jceblendedgetwocorners","D:\AI_upscaling\AoMEE\extracted\textures\jceblendedgetwocorners.bti","False","0","BC3"
"jceblendfourcorners","D:\AI_upscaling\AoMEE\extracted\textures\jceblendfourcorners.bti","False","0","BC3"
"jceblendlshape","D:\AI_upscaling\AoMEE\extracted\textures\jceblendlshape.bti","False","0","BC3"
"jceblendlshape2","D:\AI_upscaling\AoMEE\extracted\textures\jceblendlshape2.bti","False","0","BC3"
"jceblendlshapecorner","D:\AI_upscaling\AoMEE\extracted\textures\jceblendlshapecorner.bti","False","0","BC3"
"jceblendthreecorners","D:\AI_upscaling\AoMEE\extracted\textures\jceblendthreecorners.bti","False","0","BC3"
"jceblendtwocorners","D:\AI_upscaling\AoMEE\extracted\textures\jceblendtwocorners.bti","False","0","BC3"
"jceblendtwoedges","D:\AI_upscaling\AoMEE\extracted\textures\jceblendtwoedges.bti","False","0","BC3"
"jceblendtwooppositecorners","D:\AI_upscaling\AoMEE\extracted\textures\jceblendtwooppositecorners.bti","False","0","BC3"
"jceblendushape","D:\AI_upscaling\AoMEE\extracted\textures\jceblendushape.bti","False","0","BC3"
"jcedirt","D:\AI_upscaling\AoMEE\extracted\textures\jcedirt.bti","False","0","BC3"
"kronos wonder map1","D:\AI_upscaling\AoMEE\extracted\textures\kronos wonder map1.bti","False","0","BC3"
"kronos wonder map2","D:\AI_upscaling\AoMEE\extracted\textures\kronos wonder map2.bti","True","1","BC3"
"ladder","D:\AI_upscaling\AoMEE\extracted\textures\ladder.bti","False","4","BC3"
"lava crack","D:\AI_upscaling\AoMEE\extracted\textures\lava crack.bti","False","0","BC3"
"lava","D:\AI_upscaling\AoMEE\extracted\textures\lava.bti","False","0","BC3"
"light","D:\AI_upscaling\AoMEE\extracted\textures\light.bti","False","4","BC3"
"lightning","D:\AI_upscaling\AoMEE\extracted\textures\lightning.bti","False","4","BC3"
"lionheadmap","D:\AI_upscaling\AoMEE\extracted\textures\lionheadmap.bti","False","0","BC3"
"loading_background","D:\AI_upscaling\AoMEE\extracted\textures\loading_background.bti","False","1","BC3"
"loading_filler","D:\AI_upscaling\AoMEE\extracted\textures\loading_filler.bti","False","1","BC3"
"low infantry g normal head bronze","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head bronze.bti","True","1","BC3"
"low infantry g normal head copper","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head copper.bti","True","1","BC3"
"low infantry g normal head iron","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head iron.bti","True","1","BC3"
"low infantry g normal head standard","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head standard.bti","True","1","BC3"
"lp cavalry x","D:\AI_upscaling\AoMEE\extracted\textures\lp cavalry x.bti","False","1","BC3"
"lp cine x krios","D:\AI_upscaling\AoMEE\extracted\textures\lp cine x krios.bti","True","1","BC3"
"lp cine x kriosred","D:\AI_upscaling\AoMEE\extracted\textures\lp cine x kriosred.bti","False","0","BC3"
"lp e cavalry","D:\AI_upscaling\AoMEE\extracted\textures\lp e cavalry.bti","False","1","BC3"
"lp e chariot archer","D:\AI_upscaling\AoMEE\extracted\textures\lp e chariot archer.bti","False","1","BC3"
"lp e infantry","D:\AI_upscaling\AoMEE\extracted\textures\lp e infantry.bti","False","1","BC3"
"lp e mercenaries","D:\AI_upscaling\AoMEE\extracted\textures\lp e mercenaries.bti","False","1","BC3"
"lp e villager","D:\AI_upscaling\AoMEE\extracted\textures\lp e villager.bti","False","0","BC3"
"lp g cataphract horse iron","D:\AI_upscaling\AoMEE\extracted\textures\lp g cataphract horse iron.bti","False","0","BC3"
"lp g cavalry","D:\AI_upscaling\AoMEE\extracted\textures\lp g cavalry.bti","False","1","BC3"
"lp g crossbowman","D:\AI_upscaling\AoMEE\extracted\textures\lp g crossbowman.bti","False","1","BC3"
"lp g hetairoi horse iron","D:\AI_upscaling\AoMEE\extracted\textures\lp g hetairoi horse iron.bti","False","0","BC3"
"lp g hetairoi","D:\AI_upscaling\AoMEE\extracted\textures\lp g hetairoi.bti","False","1","BC3"
"lp g infantry","D:\AI_upscaling\AoMEE\extracted\textures\lp g infantry.bti","False","1","BC3"
"lp g militia","D:\AI_upscaling\AoMEE\extracted\textures\lp g militia.bti","True","1","BC3"
"lp g myrmidon","D:\AI_upscaling\AoMEE\extracted\textures\lp g myrmidon.bti","False","1","BC3"
"lp g villager","D:\AI_upscaling\AoMEE\extracted\textures\lp g villager.bti","False","0","BC3"
"lp infantry archery x","D:\AI_upscaling\AoMEE\extracted\textures\lp infantry archery x.bti","False","1","BC3"
"lp mu x argus map","D:\AI_upscaling\AoMEE\extracted\textures\lp mu x argus map.bti","True","1","BC3"
"lp mu x stymphalian bird map","D:\AI_upscaling\AoMEE\extracted\textures\lp mu x stymphalian bird map.bti","True","1","BC3"
"lp n cavalry","D:\AI_upscaling\AoMEE\extracted\textures\lp n cavalry.bti","False","1","BC3"
"lp n dwarf","D:\AI_upscaling\AoMEE\extracted\textures\lp n dwarf.bti","False","0","BC3"
"lp n infantry","D:\AI_upscaling\AoMEE\extracted\textures\lp n infantry.bti","False","1","BC3"
"lp n ragnorok","D:\AI_upscaling\AoMEE\extracted\textures\lp n ragnorok.bti","False","1","BC3"
"lp n villager","D:\AI_upscaling\AoMEE\extracted\textures\lp n villager.bti","False","0","BC3"
"lp villager trade x","D:\AI_upscaling\AoMEE\extracted\textures\lp villager trade x.bti","False","0","BC3"
"medusa stone","D:\AI_upscaling\AoMEE\extracted\textures\medusa stone.bti","False","0","BC3"
"menuicon","D:\AI_upscaling\AoMEE\extracted\textures\menuicon.bti","False","0","BC3"
"meteor_shadow","D:\AI_upscaling\AoMEE\extracted\textures\meteor_shadow.bti","False","0","BC3"
"military icon 32x32","D:\AI_upscaling\AoMEE\extracted\textures\military icon 32x32.bti","False","4","BC3"
"minicamp_arrow1","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_arrow1.bti","False","0","DeflatedRGBA8"
"minicamp_arrow2","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_arrow2.bti","False","0","DeflatedRGBA8"
"minicamp_arrow3a","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_arrow3a.bti","False","0","DeflatedRGBA8"
"minicamp_arrow3b","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_arrow3b.bti","False","0","DeflatedRGBA8"
"minicamp_BattleBoar","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_BattleBoar.bti","False","0","DeflatedRGBA8"
"minicamp_Brokk","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_Brokk.bti","False","0","DeflatedRGBA8"
"minicamp_Cave","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_Cave.bti","False","0","DeflatedRGBA8"
"minicamp_Eitri","D:\AI_upscaling\AoMEE\extracted\textures\minicamp_Eitri.bti","False","0","DeflatedRGBA8"
"minimap_border","D:\AI_upscaling\AoMEE\extracted\textures\minimap_border.bti","False","0","BC3"
"minimap_border_c","D:\AI_upscaling\AoMEE\extracted\textures\minimap_border_c.bti","False","0","DeflatedRGBA8"
"minimap_border_e","D:\AI_upscaling\AoMEE\extracted\textures\minimap_border_e.bti","False","0","BC3"
"minimap_border_g","D:\AI_upscaling\AoMEE\extracted\textures\minimap_border_g.bti","False","0","BC3"
"minimap_border_n","D:\AI_upscaling\AoMEE\extracted\textures\minimap_border_n.bti","False","0","BC3"
"minimap_border_x","D:\AI_upscaling\AoMEE\extracted\textures\minimap_border_x.bti","False","0","BC3"
"mining_shadow","D:\AI_upscaling\AoMEE\extracted\textures\mining_shadow.bti","False","4","BC3"
"mini_lightning","D:\AI_upscaling\AoMEE\extracted\textures\mini_lightning.bti","False","1","BC3"
"minotaur ring","D:\AI_upscaling\AoMEE\extracted\textures\minotaur ring.bti","False","1","BC3"
"mu x argus map","D:\AI_upscaling\AoMEE\extracted\textures\mu x argus map.bti","True","1","BC3"
"mu x atlantean flying medic corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean flying medic corpse bodya.bti","False","4","BC3"
"mu x atlantean flying medic corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean flying medic corpse skeletona.bti","False","4","BC3"
"mu x atlantean flying medic map","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean flying medic map.bti","True","1","BC3"
"mu x atlantean hundred giant corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean hundred giant corpse bodya.bti","False","4","BC3"
"mu x atlantean hundred giant corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean hundred giant corpse skeletona.bti","False","4","BC3"
"mu x atlantean hundred giant map","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean hundred giant map.bti","True","1","BC3"
"mu x atlantean lampedes corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean lampedes corpse bodya.bti","False","4","BC3"
"mu x atlantean lampedes corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean lampedes corpse skeletona.bti","False","4","BC3"
"mu x atlantean lampedes map","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean lampedes map.bti","True","1","BC3"
"mu x atlantean manowar map","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean manowar map.bti","True","1","BC3"
"mu x atlantean satyr corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr corpse bodya.bti","False","4","BC3"
"mu x atlantean satyr corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr corpse skeletona.bti","False","4","BC3"
"mu x atlantean satyr head map","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr head map.bti","False","0","BC3"
"mu x atlantean satyr map","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr map.bti","True","1","BC3"
"mu x automation corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\mu x automation corpse bodya.bti","False","4","BC3"
"mu x automation corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\mu x automation corpse skeletona.bti","False","4","BC3"
"mu x automation map","D:\AI_upscaling\AoMEE\extracted\textures\mu x automation map.bti","True","1","BC3"
"mu x behemoth corpse bodya","D:\AI_upscaling\AoMEE\extracted\textures\mu x behemoth corpse bodya.bti","False","4","BC3"
"mu x behemoth corpse skeletona","D:\AI_upscaling\AoMEE\extracted\textures\mu x behemoth corpse skeletona.bti","False","4","BC3"
"mu x behemoth map","D:\AI_upscaling\AoMEE\extracted\textures\mu x behemoth map.bti","True","1","BC3"
"mu x dryad hair","D:\AI_upscaling\AoMEE\extracted\textures\mu x dryad hair.bti","False","1","BC3"
"mu x dryad","D:\AI_upscaling\AoMEE\extracted\textures\mu x dryad.bti","True","1","BC3"
"mu x nereid rider map","D:\AI_upscaling\AoMEE\extracted\textures\mu x nereid rider map.bti","True","1","BC3"
"mu x nereid shark map","D:\AI_upscaling\AoMEE\extracted\textures\mu x nereid shark map.bti","False","0","BC3"
"mu x oracle","D:\AI_upscaling\AoMEE\extracted\textures\mu x oracle.bti","True","1","BC3"
"mu x promethean map","D:\AI_upscaling\AoMEE\extracted\textures\mu x promethean map.bti","True","1","BC3"
"mu x servant of oceanus map","D:\AI_upscaling\AoMEE\extracted\textures\mu x servant of oceanus map.bti","True","1","BC3"
"mu x stymphalian bird map","D:\AI_upscaling\AoMEE\extracted\textures\mu x stymphalian bird map.bti","True","1","BC3"
"mu x stymphatian bird projectile","D:\AI_upscaling\AoMEE\extracted\textures\mu x stymphatian bird projectile.bti","False","1","BC3"
"n titan gate ice","D:\AI_upscaling\AoMEE\extracted\textures\n titan gate ice.bti","False","0","BC3"
"naval c all","D:\AI_upscaling\AoMEE\extracted\textures\naval c all.bti","True","4","BC3"
"naval e all","D:\AI_upscaling\AoMEE\extracted\textures\naval e all.bti","True","1","BC3"
"naval e pirate ship","D:\AI_upscaling\AoMEE\extracted\textures\naval e pirate ship.bti","True","1","BC3"
"naval g all wrecked","D:\AI_upscaling\AoMEE\extracted\textures\naval g all wrecked.bti","True","1","BC3"
"naval g all","D:\AI_upscaling\AoMEE\extracted\textures\naval g all.bti","True","1","BC3"
"naval g giant turtle","D:\AI_upscaling\AoMEE\extracted\textures\naval g giant turtle.bti","True","4","BC3"
"naval g war trireme oar splash map","D:\AI_upscaling\AoMEE\extracted\textures\naval g war trireme oar splash map.bti","False","4","BC3"
"naval n all","D:\AI_upscaling\AoMEE\extracted\textures\naval n all.bti","False","1","BC3"
"naval n kraken map","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken map.bti","False","0","BC3"
"naval n kraken upgrade","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken upgrade.bti","True","1","BC3"
"naval n kraken","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken.bti","True","1","BC3"
"naval n utility map","D:\AI_upscaling\AoMEE\extracted\textures\naval n utility map.bti","True","1","BC3"
"naval x all","D:\AI_upscaling\AoMEE\extracted\textures\naval x all.bti","True","1","BC3"
"nightskybox_bk","D:\AI_upscaling\AoMEE\extracted\textures\nightskybox_bk.bti","False","0","BC3"
"nightskybox_dn","D:\AI_upscaling\AoMEE\extracted\textures\nightskybox_dn.bti","False","0","BC3"
"nightskybox_fr","D:\AI_upscaling\AoMEE\extracted\textures\nightskybox_fr.bti","False","0","BC3"
"nightskybox_lf","D:\AI_upscaling\AoMEE\extracted\textures\nightskybox_lf.bti","False","0","BC3"
"nightskybox_rt","D:\AI_upscaling\AoMEE\extracted\textures\nightskybox_rt.bti","False","0","BC3"
"nightskybox_up","D:\AI_upscaling\AoMEE\extracted\textures\nightskybox_up.bti","False","0","BC3"
"noise","D:\AI_upscaling\AoMEE\extracted\textures\noise.bti","False","0","BC3"
"normal animal wolf map","D:\AI_upscaling\AoMEE\extracted\textures\normal animal wolf map.bti","False","0","BC3"
"norseheromap","D:\AI_upscaling\AoMEE\extracted\textures\norseheromap.bti","False","0","BC3"
"norseheromap256","D:\AI_upscaling\AoMEE\extracted\textures\norseheromap256.bti","False","0","BC3"
"oranos wonder map","D:\AI_upscaling\AoMEE\extracted\textures\oranos wonder map.bti","True","1","BC3"
"oranos wonder map1","D:\AI_upscaling\AoMEE\extracted\textures\oranos wonder map1.bti","True","1","BC3"
"oranos wonder map3","D:\AI_upscaling\AoMEE\extracted\textures\oranos wonder map3.bti","False","0","BC3"
"oring1","D:\AI_upscaling\AoMEE\extracted\textures\oring1.bti","False","0","BC3"
"palaceshadow","D:\AI_upscaling\AoMEE\extracted\textures\palaceshadow.bti","False","4","BC3"
"palmshadow","D:\AI_upscaling\AoMEE\extracted\textures\palmshadow.bti","False","4","BC3"
"palmshadow_blue","D:\AI_upscaling\AoMEE\extracted\textures\palmshadow_blue.bti","False","4","BC3"
"pickhead","D:\AI_upscaling\AoMEE\extracted\textures\pickhead.bti","False","0","BC3"
"pineshadow","D:\AI_upscaling\AoMEE\extracted\textures\pineshadow.bti","False","4","BC3"
"pinetreeshadow","D:\AI_upscaling\AoMEE\extracted\textures\pinetreeshadow.bti","False","4","BC3"
"pinetreeshadow2","D:\AI_upscaling\AoMEE\extracted\textures\pinetreeshadow2.bti","False","4","BC3"
"plasmafield","D:\AI_upscaling\AoMEE\extracted\textures\plasmafield.bti","False","4","BC3"
"platform map","D:\AI_upscaling\AoMEE\extracted\textures\platform map.bti","True","1","BC3"
"player color texture","D:\AI_upscaling\AoMEE\extracted\textures\player color texture.bti","False","0","DeflatedRGBA8"
"projectile a ballista arrow iron","D:\AI_upscaling\AoMEE\extracted\textures\projectile a ballista arrow iron.bti","True","1","BC3"
"projectile a ballista arrow","D:\AI_upscaling\AoMEE\extracted\textures\projectile a ballista arrow.bti","True","1","BC3"
"projectile a siege rock map","D:\AI_upscaling\AoMEE\extracted\textures\projectile a siege rock map.bti","True","0","BC3"
"quiverfletching","D:\AI_upscaling\AoMEE\extracted\textures\quiverfletching.bti","False","0","BC3"
"recognizer-tile","D:\AI_upscaling\AoMEE\extracted\textures\recognizer-tile.bti","False","0","BC3"
"red","D:\AI_upscaling\AoMEE\extracted\textures\red.bti","False","0","BC3"
"redround","D:\AI_upscaling\AoMEE\extracted\textures\redround.bti","False","4","BC3"
"relic icon 16x16","D:\AI_upscaling\AoMEE\extracted\textures\relic icon 16x16.bti","False","4","BC3"
"resizecursor","D:\AI_upscaling\AoMEE\extracted\textures\resizecursor.bti","False","1","BC3"
"ruin01","D:\AI_upscaling\AoMEE\extracted\textures\ruin01.bti","False","0","BC3"
"scale_both cursor","D:\AI_upscaling\AoMEE\extracted\textures\scale_both cursor.bti","False","1","BC3"
"scale_horiz cursor","D:\AI_upscaling\AoMEE\extracted\textures\scale_horiz cursor.bti","False","1","BC3"
"scale_vert cursor","D:\AI_upscaling\AoMEE\extracted\textures\scale_vert cursor.bti","False","1","BC3"
"scenario a dwarven building a shadow","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven building a shadow.bti","False","4","BC3"
"scenario a dwarven building b shadow","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven building b shadow.bti","False","4","BC3"
"scenario a dwarven building c shadow","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven building c shadow.bti","False","4","BC3"
"scenario a dwarven forge belt","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge belt.bti","True","0","BC3"
"scenario a dwarven forge shared a","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge shared a.bti","True","0","BC3"
"scenario a dwarven forge shared b","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge shared b.bti","True","0","BC3"
"scenario a gate ram decal","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram decal.bti","False","4","BC3"
"scenario a gate ram shadow","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram shadow.bti","False","4","BC3"
"scenario a gate ram wall","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram wall.bti","False","0","BC3"
"scenario a gate ram","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram.bti","True","1","BC3"
"scenario a gate ram100","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram100.bti","False","0","BC3"
"scenario a gate ram20","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram20.bti","False","0","BC3"
"scenario a gate ram40","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram40.bti","False","0","BC3"
"scenario a gate ram60","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram60.bti","False","0","BC3"
"scenario a gate ram80","D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram80.bti","False","0","BC3"
"scenario a pit attachments","D:\AI_upscaling\AoMEE\extracted\textures\scenario a pit attachments.bti","False","1","BC3"
"scenario a pit cliff","D:\AI_upscaling\AoMEE\extracted\textures\scenario a pit cliff.bti","False","0","BC3"
"scenario a pit edge","D:\AI_upscaling\AoMEE\extracted\textures\scenario a pit edge.bti","False","1","BC3"
