"Filename","Category","MaterialFile","Texture","ColorTransform","PixelXForm"
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallfort short stage1_3.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallfort short stage2_3.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallfort short stage3_3.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallfort short stage3_death_3.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e walllong age3_2.mtrl.xml","building E Age3 accessories","0",""
"building e wall4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e walllong age4_0.mtrl.xml","Building E Wall4","0",""
"building e wall4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e walllong age4_1.mtrl.xml","Building E Wall4","4",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallmedium age3_2.mtrl.xml","building E Age3 accessories","0",""
"building e wall4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallmedium age4_1.mtrl.xml","Building E Wall4","4",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallshort age3_2.mtrl.xml","building E Age3 accessories","0",""
"building e wall4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallshort age4_0.mtrl.xml","Building E Wall4","0",""
"building e wall4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e wallshort age4_1.mtrl.xml","Building E Wall4","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age2_0.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age2_1.mtrl.xml","Building E Age2","4",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age2_death_0.mtrl.xml","Building E Age2","0",""
"building e age2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age2_death_1.mtrl.xml","Building E Age2","4",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age3_2.mtrl.xml","building E Age3 accessories","0",""
"building e age3 accessories.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age3_death_2.mtrl.xml","building E Age3 accessories","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age4_0.mtrl.xml","Building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age4_1.mtrl.xml","Building E Age4","4",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age4_death_0.mtrl.xml","Building E Age4","0",""
"building e age4.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building e watch age4_death_1.mtrl.xml","Building E Age4","4",""
"building e titan gate map.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building egypt titan gate_dead_0.mtrl.xml","Building E Titan Gate Map","0",""
"building e titan gate map.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building egypt titan gate_dead_1.mtrl.xml","Building E Titan Gate Map","4",""
"building e titan gate map.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building egypt titan gate_death_0.mtrl.xml","Building E Titan Gate Map","0",""
"building e titan gate map.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building egypt titan gate_death_1.mtrl.xml","Building E Titan Gate Map","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_0.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_2.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery range age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_1.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_2.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_3.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_death_0.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage1_death_1.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_death_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g archery rangeage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_1.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_2.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_3.mtrl.xml","Building G WallsAge1","4",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_death_0.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_death_1.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage1_death_2.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_2.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_3.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage2_death_0.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_1.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_3.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g armoryage3_death_0.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_2.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_3.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracks age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_1.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_2.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_3.mtrl.xml","Building G WallsAge1","4",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_death_0.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_death_1.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage1_death_2.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_3.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_death_0.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g barracksage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g construction fortress2_0.mtrl.xml","Building G FortressWall","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_2.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_3.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_4.mtrl.xml","Building G WallsAge1","4",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_2.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_3.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage1_death_4.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_3.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage2_death_3.mtrl.xml","Building G WallsAge1","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_0.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_2.mtrl.xml","Building G WallsAge3","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_3.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_0.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_2.mtrl.xml","Building G WallsAge3","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g dockage3_death_3.mtrl.xml","Building G RoofAge1","0",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_closed_1.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_closing_0.mtrl.xml","Building G Fortifiedwall","0",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_closing_1.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_opening_0.mtrl.xml","Building G Fortifiedwall","0",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_opening_1.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedgate_open_0.mtrl.xml","Building G Fortifiedwall","0",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall connector_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall connector_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall long_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall medium_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortifiedwall short_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_1.mtrl.xml","Building G FortressWall","0",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_3.mtrl.xml","Building G FortressWall","4",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_death_0.mtrl.xml","Building G FortressWall","0",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age3_death_2.mtrl.xml","Building G FortressWall","4",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_1.mtrl.xml","Building G FortressWall","0",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_3.mtrl.xml","Building G FortressWall","4",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_death_0.mtrl.xml","Building G FortressWall","0",""
"building g fortresswall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fortress age4_death_2.mtrl.xml","Building G FortressWall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage1_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage2_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage3_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall long stage3_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage1_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage2_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage3_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall medium stage3_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage1_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage2_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage3_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g fortifiedwall.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g fwall short stage3_death_0.mtrl.xml","Building G Fortifiedwall","4",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_0.mtrl.xml","Building G Towers","0",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_1.mtrl.xml","Building G Towers","4",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_death_0.mtrl.xml","Building G Towers","0",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower age3_death_1.mtrl.xml","Building G Towers","4",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_0.mtrl.xml","Building G Towers","0",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_1.mtrl.xml","Building G Towers","4",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_death_0.mtrl.xml","Building G Towers","0",""
"building g towers.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g guardtower_death_1.mtrl.xml","Building G Towers","4",""
"world g hades temple.tga","World/Terrain","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_0.mtrl.xml","World G Hades Temple","0",""
"world g hades temple.tga","World/Terrain","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_1.mtrl.xml","World G Hades Temple","4",""
"world g hades temple.tga","World/Terrain","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_death_0.mtrl.xml","World G Hades Temple","0",""
"world g hades temple.tga","World/Terrain","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades temple_death_1.mtrl.xml","World G Hades Temple","4",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_0.mtrl.xml","Building G Hades Wonder","0",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_2.mtrl.xml","Building G Hades Wonder","4",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_death_0.mtrl.xml","Building G Hades Wonder","0",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hades wonder_death_2.mtrl.xml","Building G Hades Wonder","4",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con2_3.mtrl.xml","Building G Hades Wonder","0",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_4.mtrl.xml","Building G Hades Wonder","0",""
"building g hades wonder.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g hadeswonder con3_5.mtrl.xml","Building G Hades Wonder","4",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_1.mtrl.xml","Building G Age0","0",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_2.mtrl.xml","Building G Age0","4",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age0_death_0.mtrl.xml","Building G Age0","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_1.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_2.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_3.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_death_0.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_death_1.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age1_death_2.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_3.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_death_0.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_1.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_3.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housea age3_death_2.mtrl.xml","Building G WallsAge3","4",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_1.mtrl.xml","Building G Age0","0",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_2.mtrl.xml","Building G Age0","4",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age0_death_0.mtrl.xml","Building G Age0","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_1.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_2.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_3.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_death_0.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_death_1.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age1_death_2.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_3.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_death_0.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_1.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_3.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g houseb age3_death_2.mtrl.xml","Building G WallsAge3","4",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_1.mtrl.xml","Building G Age0","0",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_2.mtrl.xml","Building G Age0","4",""
"building g age0.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age0_death_0.mtrl.xml","Building G Age0","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_1.mtrl.xml","Building G WallsAge1","0",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_2.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_3.mtrl.xml","Building G WallsAge1","4",""
"building g roofage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_death_1.mtrl.xml","Building G RoofAge1","0",""
"building g wallsage1.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age1_death_2.mtrl.xml","Building G WallsAge1","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_3.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_death_0.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_1.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_3.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_death_0.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g housec age3_death_2.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_2.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_3.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_death_1.mtrl.xml","Building G WallsAge2","0",""
"building g wallsage2.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage2_death_2.mtrl.xml","Building G WallsAge2","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_1.mtrl.xml","Building G WallsAge3","0",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_3.mtrl.xml","Building G WallsAge3","4",""
"building g wallsage3.tga","Building","D:\AI_upscaling\AoMEE\reports\materials_xml\building g marketage3_death_0.mtrl.xml","Building G WallsAge3","0",""
