RelativePath,Source,Destination,Width,Height,TgaImageType,BitsPerPixel,DecodedPixels,RGBA_SHA256,PNG_RGBA_SHA256,Status,Error
textures\cursors\command herdable gaia icon.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\command herdable gaia icon.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\command herdable gaia icon.png,32,32,2,32,1024,cf3541b5fc7b61e177addbf8918afa579088bf6f3c674c271812b39dd5d36661,cf3541b5fc7b61e177addbf8918afa579088bf6f3c674c271812b39dd5d36661,PASS,
textures\cursors\command no god power icon.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\command no god power icon.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\command no god power icon.png,32,32,2,32,1024,219bbcf0052ebec67b2a60525502cfe67fb7b11fb27f018d70c749ef551b201a,219bbcf0052ebec67b2a60525502cfe67fb7b11fb27f018d70c749ef551b201a,PASS,
textures\cursors\command point icon.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\command point icon.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\command point icon.png,32,32,2,32,1024,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,PASS,
textures\cursors\command resource drop off icon.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\command resource drop off icon.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\command resource drop off icon.png,32,32,2,32,1024,2a7c0860b7efb069068f7d849b1176652955b4ac82b7a661ad294867b5622702,2a7c0860b7efb069068f7d849b1176652955b4ac82b7a661ad294867b5622702,PASS,
textures\cursors\command unboard icon.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\command unboard icon.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\command unboard icon.png,32,32,2,32,1024,a05f4f56266137d201821ef292bde73be8f3191b390cd3c8bc2a9640f2232d90,a05f4f56266137d201821ef292bde73be8f3191b390cd3c8bc2a9640f2232d90,PASS,
textures\cursors\cursor black.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor black.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor black.png,8,8,2,32,64,2c893cd47b6757133987906e00c55e6dcce3c567b9df9e7f91ffecd3604cc6a6,2c893cd47b6757133987906e00c55e6dcce3c567b9df9e7f91ffecd3604cc6a6,PASS,
textures\cursors\cursor.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor.png,16,16,2,32,256,87115ee8e294e379cf481f41c173f065197eb3c89cb137995ebe19df978809f7,87115ee8e294e379cf481f41c173f065197eb3c89cb137995ebe19df978809f7,PASS,
textures\cursors\cursor_ankh.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_ankh.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_ankh.png,32,32,2,32,1024,fb7ec15530b0245baa9084d45b8bf85d7c8cb5ac636920bfc42a5bccb5a9c295,fb7ec15530b0245baa9084d45b8bf85d7c8cb5ac636920bfc42a5bccb5a9c295,PASS,
textures\cursors\cursor_attack.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_attack.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_attack.png,32,32,2,32,1024,16e379f8ec488a20e3d819f7c4c5394aa32430f9f67d3b4d0506ab36b4813010,16e379f8ec488a20e3d819f7c4c5394aa32430f9f67d3b4d0506ab36b4813010,PASS,
textures\cursors\cursor_build.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_build.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_build.png,32,32,2,32,1024,739df5562647849a85d6a1a4b185ec548c17e21000dc63be31ee8fdbaa50e535,739df5562647849a85d6a1a4b185ec548c17e21000dc63be31ee8fdbaa50e535,PASS,
textures\cursors\cursor_can't build.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_can't build.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_can't build.png,32,32,2,32,1024,91f192142c561204c9e79c96d702be07370faf53be1a20b9736a7edb6606c905,91f192142c561204c9e79c96d702be07370faf53be1a20b9736a7edb6606c905,PASS,
textures\cursors\cursor_convert.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_convert.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_convert.png,32,32,2,32,1024,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,PASS,
textures\cursors\cursor_dropfood.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_dropfood.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_dropfood.png,32,32,2,32,1024,fc6fa14be008d43d6b4179eee63822ca070a4f7aa618c4d3d5c50a07c50cd656,fc6fa14be008d43d6b4179eee63822ca070a4f7aa618c4d3d5c50a07c50cd656,PASS,
textures\cursors\cursor_dropgold.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_dropgold.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_dropgold.png,32,32,2,32,1024,7a6b7435fedba13580260ca332484f40e628cfde42a04062db26f3b41bf8e3b7,7a6b7435fedba13580260ca332484f40e628cfde42a04062db26f3b41bf8e3b7,PASS,
textures\cursors\cursor_dropwood.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_dropwood.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_dropwood.png,32,32,2,32,1024,73e3f289f9de674bb888c80ec485b66a44b734174f1339d55907cbe21704d707,73e3f289f9de674bb888c80ec485b66a44b734174f1339d55907cbe21704d707,PASS,
textures\cursors\cursor_empower.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_empower.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_empower.png,32,32,2,32,1024,fb7ec15530b0245baa9084d45b8bf85d7c8cb5ac636920bfc42a5bccb5a9c295,fb7ec15530b0245baa9084d45b8bf85d7c8cb5ac636920bfc42a5bccb5a9c295,PASS,
textures\cursors\cursor_flare.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_flare.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_flare.png,32,32,2,32,1024,979a27172880dc73166d9bed5bab1cf27e8f6311ae75fab7f0cc8a80d7fcf878,979a27172880dc73166d9bed5bab1cf27e8f6311ae75fab7f0cc8a80d7fcf878,PASS,
textures\cursors\cursor_garrison.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_garrison.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_garrison.png,32,32,2,32,1024,ca715a7d04d923dc50cafba4e2dea48f13b1cdeeda03a6374257da85d5fc36a3,ca715a7d04d923dc50cafba4e2dea48f13b1cdeeda03a6374257da85d5fc36a3,PASS,
textures\cursors\cursor_gather.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_gather.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_gather.png,32,32,2,32,1024,2a7c0860b7efb069068f7d849b1176652955b4ac82b7a661ad294867b5622702,2a7c0860b7efb069068f7d849b1176652955b4ac82b7a661ad294867b5622702,PASS,
textures\cursors\cursor_gatherfavor.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_gatherfavor.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_gatherfavor.png,32,32,2,32,1024,c5e3560ea574d68e7d00edc0cfe6197bd54ba412d808f3978a544b7ad9b0a504,c5e3560ea574d68e7d00edc0cfe6197bd54ba412d808f3978a544b7ad9b0a504,PASS,
textures\cursors\cursor_gatherfood.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_gatherfood.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_gatherfood.png,32,32,2,32,1024,5d59064c94ffb9cdd15d8d9f3b6c3dba36cb4d233aa25e89566e43060db94ea2,5d59064c94ffb9cdd15d8d9f3b6c3dba36cb4d233aa25e89566e43060db94ea2,PASS,
textures\cursors\cursor_gathergold.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_gathergold.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_gathergold.png,32,32,2,32,1024,1edd0a394b9aaee683ab352943308ee264b3a132e4560ca5a5d66b4998dc32ce,1edd0a394b9aaee683ab352943308ee264b3a132e4560ca5a5d66b4998dc32ce,PASS,
textures\cursors\cursor_gatherwood.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_gatherwood.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_gatherwood.png,32,32,2,32,1024,9802f1ceb3e04b94f8fe53b89346c3ccc3d9832888bbdb32b9d40f401c51f8c9,9802f1ceb3e04b94f8fe53b89346c3ccc3d9832888bbdb32b9d40f401c51f8c9,PASS,
textures\cursors\cursor_guard.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_guard.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_guard.png,32,32,2,32,1024,85b735cb74419556d266ba54dfb653c8bc54fa2a5606189518ef23a31475e493,85b735cb74419556d266ba54dfb653c8bc54fa2a5606189518ef23a31475e493,PASS,
textures\cursors\cursor_help.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_help.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_help.png,32,32,2,32,1024,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,PASS,
textures\cursors\cursor_load.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_load.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_load.png,32,32,2,32,1024,ca715a7d04d923dc50cafba4e2dea48f13b1cdeeda03a6374257da85d5fc36a3,ca715a7d04d923dc50cafba4e2dea48f13b1cdeeda03a6374257da85d5fc36a3,PASS,
textures\cursors\cursor_moveto.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_moveto.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_moveto.png,32,32,2,32,1024,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,PASS,
textures\cursors\cursor_no.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_no.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_no.png,32,32,2,32,1024,1a2c5996b3e474390b14850837616548972067a153973055b775b0e3371cba83,1a2c5996b3e474390b14850837616548972067a153973055b775b0e3371cba83,PASS,
textures\cursors\cursor_patrol.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_patrol.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_patrol.png,32,32,2,32,1024,7b8695b59d8f3797771c5a8caf8cfbb30c011a23e493d7850d0c884b85a54354,7b8695b59d8f3797771c5a8caf8cfbb30c011a23e493d7850d0c884b85a54354,PASS,
textures\cursors\cursor_pointer.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_pointer.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_pointer.png,32,32,2,32,1024,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,892fbbf9c2c2c5a82baa162d537fa9a62b7e612f338a745807fcd5f5c9a8bc3a,PASS,
textures\cursors\cursor_pray.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_pray.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_pray.png,32,32,2,32,1024,c5e3560ea574d68e7d00edc0cfe6197bd54ba412d808f3978a544b7ad9b0a504,c5e3560ea574d68e7d00edc0cfe6197bd54ba412d808f3978a544b7ad9b0a504,PASS,
textures\cursors\cursor_repair.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_repair.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_repair.png,32,32,2,32,1024,9ca18576b529cebaebf3cac03b6320b0f5ce462a88c8060f3c428d9ebffab227,9ca18576b529cebaebf3cac03b6320b0f5ce462a88c8060f3c428d9ebffab227,PASS,
textures\cursors\cursor_unload.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_unload.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_unload.png,32,32,2,32,1024,a05f4f56266137d201821ef292bde73be8f3191b390cd3c8bc2a9640f2232d90,a05f4f56266137d201821ef292bde73be8f3191b390cd3c8bc2a9640f2232d90,PASS,
textures\cursors\cursor_waiting.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_waiting.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_waiting.png,32,32,2,32,1024,69505ce1ca3dfdca7a3c72be58c2dcb3231f1b4b29e9704143d897f48877bbe3,69505ce1ca3dfdca7a3c72be58c2dcb3231f1b4b29e9704143d897f48877bbe3,PASS,
textures\cursors\cursor_workon.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\cursor_workon.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\cursor_workon.png,32,32,2,32,1024,9ca18576b529cebaebf3cac03b6320b0f5ce462a88c8060f3c428d9ebffab227,9ca18576b529cebaebf3cac03b6320b0f5ce462a88c8060f3c428d9ebffab227,PASS,
textures\cursors\scale_both cursor.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\scale_both cursor.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\scale_both cursor.png,32,32,2,32,1024,d69e7c4dfbecb53a6729e744a82ef7759d2368051790e6d520ff8222cca2c9e3,d69e7c4dfbecb53a6729e744a82ef7759d2368051790e6d520ff8222cca2c9e3,PASS,
textures\cursors\scale_horiz cursor.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\scale_horiz cursor.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\scale_horiz cursor.png,32,32,2,32,1024,cb42c08918932cea49654e151753943aa0dc034d5e3624628c6186811a39d95f,cb42c08918932cea49654e151753943aa0dc034d5e3624628c6186811a39d95f,PASS,
textures\cursors\scale_vert cursor.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cursors\scale_vert cursor.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cursors\scale_vert cursor.png,32,32,2,32,1024,c574602abd47c07de38438729d84a6236c7b326606c85c7cada7596f2fa51ed2,c574602abd47c07de38438729d84a6236c7b326606c85c7cada7596f2fa51ed2,PASS,
textures\curvedbow.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\curvedbow.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\curvedbow.png,16,32,2,32,512,3a04cab6a271859bed7a374fa7c6680bb1ad8fce3b04950603dfd02472d0dc8e,3a04cab6a271859bed7a374fa7c6680bb1ad8fce3b04950603dfd02472d0dc8e,PASS,
textures\curvedbowquiver.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\curvedbowquiver.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\curvedbowquiver.png,32,32,2,32,1024,babba94ccc9153f309eabdce1d50881d060516361ded898a0f83c254a0e20173,babba94ccc9153f309eabdce1d50881d060516361ded898a0f83c254a0e20173,PASS,
textures\cyclops high.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\cyclops high.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\cyclops high.png,256,256,2,32,65536,09ccaa6fa314f75fcd1dc268d2effc40b7c20078ddba3f05aa0b84a80857e7a8,09ccaa6fa314f75fcd1dc268d2effc40b7c20078ddba3f05aa0b84a80857e7a8,PASS,
textures\defaultskybox_bk.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskybox_bk.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskybox_bk.png,256,256,2,32,65536,856257a5f7966ae6557be7b29e9a761e75cea77419638483d586a9b7e92bfedc,856257a5f7966ae6557be7b29e9a761e75cea77419638483d586a9b7e92bfedc,PASS,
textures\defaultskybox_dn.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskybox_dn.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskybox_dn.png,32,32,2,32,1024,f6994acaab842c21de2da40287c25e08188b761bc041fe930cd673a9c642e08d,f6994acaab842c21de2da40287c25e08188b761bc041fe930cd673a9c642e08d,PASS,
textures\defaultskybox_fr.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskybox_fr.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskybox_fr.png,256,256,2,32,65536,7f43aed0889113ece93523bcd424cf7834608f74784b92f24945bf6dab4ffead,7f43aed0889113ece93523bcd424cf7834608f74784b92f24945bf6dab4ffead,PASS,
textures\defaultskybox_lf.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskybox_lf.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskybox_lf.png,256,256,2,32,65536,071b7573f54a7c8ac864d14699e348f3d6a53a21197afd2d050086e3b8d56f99,071b7573f54a7c8ac864d14699e348f3d6a53a21197afd2d050086e3b8d56f99,PASS,
textures\defaultskybox_rt.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskybox_rt.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskybox_rt.png,256,256,2,32,65536,9533924f488202671d245538e06489b37be02d920739ac52bf4ac6e07adc2bdb,9533924f488202671d245538e06489b37be02d920739ac52bf4ac6e07adc2bdb,PASS,
textures\defaultskybox_up.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskybox_up.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskybox_up.png,256,256,2,32,65536,586f88fadcb094451c9a9f558ece2cff9cba7f538480ec8f89303e738c740928,586f88fadcb094451c9a9f558ece2cff9cba7f538480ec8f89303e738c740928,PASS,
textures\defaultskyboxbk.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskyboxbk.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskyboxbk.png,256,256,2,32,65536,1109c86aaa9a9629d21978894a279ddf20ac8f9dd38f738bc8cbc74027a08c9c,1109c86aaa9a9629d21978894a279ddf20ac8f9dd38f738bc8cbc74027a08c9c,PASS,
textures\defaultskyboxdn.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskyboxdn.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskyboxdn.png,256,256,2,32,65536,b7997c60612a8f60f104b19583162aaac7dde1f1ab2e8ef7c9b935550e2b0aa8,b7997c60612a8f60f104b19583162aaac7dde1f1ab2e8ef7c9b935550e2b0aa8,PASS,
textures\defaultskyboxft.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskyboxft.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskyboxft.png,256,256,2,32,65536,e486b29ed57a120485b4e5f66f30cd9a696b145fe13d884c353fa35f82aefda0,e486b29ed57a120485b4e5f66f30cd9a696b145fe13d884c353fa35f82aefda0,PASS,
textures\defaultskyboxlf.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskyboxlf.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskyboxlf.png,256,256,2,32,65536,c731d26d5970ad0cb8ec697f9ee988121a32586a23b4fb839117acf10dcdaa58,c731d26d5970ad0cb8ec697f9ee988121a32586a23b4fb839117acf10dcdaa58,PASS,
textures\defaultskyboxrt.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskyboxrt.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskyboxrt.png,256,256,2,32,65536,421d143e7678165865379a198d350dfbe493b26f49e9f0e05c188c16ae941e5b,421d143e7678165865379a198d350dfbe493b26f49e9f0e05c188c16ae941e5b,PASS,
textures\defaultskyboxup.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultskyboxup.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultskyboxup.png,256,256,2,32,65536,b88a2c5ceb78423a7b1d94e758b9b332db24dd926b354ea9606b08c6284d035a,b88a2c5ceb78423a7b1d94e758b9b332db24dd926b354ea9606b08c6284d035a,PASS,
textures\defaultsub.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\defaultsub.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\defaultsub.png,16,16,2,32,256,152a5c360feec282884e06ce8b938fadfd733557d43a4851cf6a667788815fea,152a5c360feec282884e06ce8b938fadfd733557d43a4851cf6a667788815fea,PASS,
textures\dgl_buttons.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\dgl_buttons.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\dgl_buttons.png,128,128,2,32,16384,a3c59371a51f290227636f251effbe836c3b0f7bc3ad3ca385137b4ae86b488c,a3c59371a51f290227636f251effbe836c3b0f7bc3ad3ca385137b4ae86b488c,PASS,
textures\dialog.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\dialog.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\dialog.png,128,128,2,32,16384,baf33ff51c7188f6e0ef7896acc1a8f43c48335633779367d4ae0c06d0f2cb43,baf33ff51c7188f6e0ef7896acc1a8f43c48335633779367d4ae0c06d0f2cb43,PASS,
textures\dialog_inset.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\dialog_inset.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\dialog_inset.png,128,128,2,32,16384,eaca958fc1bec51f7bd1ba6acf375d2a40e59c7bf2d6e24a3d1bfef47d77d981,eaca958fc1bec51f7bd1ba6acf375d2a40e59c7bf2d6e24a3d1bfef47d77d981,PASS,
textures\diplomacy.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\diplomacy.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\diplomacy.png,16,16,2,32,256,f4bfc217862b80cf8ee32ca643e3cac59a3925bd9ea0c55bd3309a57903c3cae,f4bfc217862b80cf8ee32ca643e3cac59a3925bd9ea0c55bd3309a57903c3cae,PASS,
textures\dock icon 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\dock icon 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\dock icon 32x32.png,32,32,2,32,1024,9f8b7f25e90cb89f02d8f1dbe46b2744a0607e54dfc734d4412ac36a7e127b6e,9f8b7f25e90cb89f02d8f1dbe46b2744a0607e54dfc734d4412ac36a7e127b6e,PASS,
textures\earth.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\earth.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\earth.png,256,256,2,32,65536,85269a3102735e6577139a52f7c04619d523f973a4f1e62d36f12391943c83f5,85269a3102735e6577139a52f7c04619d523f973a4f1e62d36f12391943c83f5,PASS,
textures\economic icon 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\economic icon 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\economic icon 32x32.png,32,32,2,32,1024,977f51c7293a9faba03badfabbdb4ac9694d6e18bd08d91e802a063248c6de7d,977f51c7293a9faba03badfabbdb4ac9694d6e18bd08d91e802a063248c6de7d,PASS,
textures\erebusskybox_bk.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\erebusskybox_bk.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\erebusskybox_bk.png,256,256,2,32,65536,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,PASS,
textures\erebusskybox_dn.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\erebusskybox_dn.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\erebusskybox_dn.png,256,256,2,32,65536,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,PASS,
textures\erebusskybox_fr.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\erebusskybox_fr.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\erebusskybox_fr.png,256,256,2,32,65536,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,PASS,
textures\erebusskybox_lf.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\erebusskybox_lf.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\erebusskybox_lf.png,256,256,2,32,65536,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,PASS,
textures\erebusskybox_rt.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\erebusskybox_rt.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\erebusskybox_rt.png,256,256,2,32,65536,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,PASS,
textures\erebusskybox_up.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\erebusskybox_up.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\erebusskybox_up.png,256,256,2,32,65536,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,d7794d2eb12a78c807237f6e863f99c22dbc84f2e5191fe12401e9ffca6db4c8,PASS,
textures\es_logo.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\es_logo.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\es_logo.png,256,64,2,32,16384,9ed2105ce6a5c738ccca2ae906c7124e2ff5bc7e245043f784d0ece5f35a0b11,9ed2105ce6a5c738ccca2ae906c7124e2ff5bc7e245043f784d0ece5f35a0b11,PASS,
textures\fog01.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\fog01.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\fog01.png,64,64,2,32,4096,1515d59e587008a773a31dcd2714a90aeb666d511dacf6ee96e299cf194ae2ef,1515d59e587008a773a31dcd2714a90aeb666d511dacf6ee96e299cf194ae2ef,PASS,
textures\fog02.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\fog02.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\fog02.png,128,128,2,32,16384,dceb0099635f0d71e2c883afba8faae49943085799a6fbb99f44e04e3b6c7e41,dceb0099635f0d71e2c883afba8faae49943085799a6fbb99f44e04e3b6c7e41,PASS,
