"FileName","Extension","Texture","ColorTransform","MultitextureMode"
"building e market age4_death_2.mtrl",".mtrl","","",""
"building e market age4_death_3.mtrl",".mtrl","","",""
"building e mining camp age 1_0.mtrl",".mtrl","","",""
"building e mining camp age 1_1.mtrl",".mtrl","","",""
"building e mining camp age 1_2.mtrl",".mtrl","","",""
"building e mining camp age 1_3.mtrl",".mtrl","","",""
"building e mining camp age 1_4.mtrl",".mtrl","","",""
"building e mining camp age 1_death_0.mtrl",".mtrl","","",""
"building e mining camp age 1_death_1.mtrl",".mtrl","","",""
"building e mining camp age 1_death_2.mtrl",".mtrl","","",""
"building e mining camp age 2_0.mtrl",".mtrl","","",""
"building e mining camp age 2_1.mtrl",".mtrl","","",""
"building e mining camp age 2_2.mtrl",".mtrl","","",""
"building e mining camp age 2_3.mtrl",".mtrl","","",""
"building e mining camp age 2_4.mtrl",".mtrl","","",""
"building e mining camp age 2_death_0.mtrl",".mtrl","","",""
"building e mining camp age 2_death_1.mtrl",".mtrl","","",""
"building e mining camp age 2_death_2.mtrl",".mtrl","","",""
"building e mining camp age 2_death_3.mtrl",".mtrl","","",""
"building e mining camp age 3_0.mtrl",".mtrl","","",""
"building e mining camp age 3_1.mtrl",".mtrl","","",""
"building e mining camp age 3_2.mtrl",".mtrl","","",""
"building e mining camp age 3_3.mtrl",".mtrl","","",""
"building e mining camp age 3_4.mtrl",".mtrl","","",""
"building e mining camp age 3_death_0.mtrl",".mtrl","","",""
"building e mining camp age 3_death_1.mtrl",".mtrl","","",""
"building e mining camp age 3_death_2.mtrl",".mtrl","","",""
"building e mining camp age 3_death_3.mtrl",".mtrl","","",""
"building e mining camp age 4_0.mtrl",".mtrl","","",""
"building e mining camp age 4_1.mtrl",".mtrl","","",""
"building e mining camp age 4_2.mtrl",".mtrl","","",""
"building e mining camp age 4_3.mtrl",".mtrl","","",""
"building e mining camp age 4_4.mtrl",".mtrl","","",""
"building e mining camp age 4_5.mtrl",".mtrl","","",""
"building e mining camp age 4_death_0.mtrl",".mtrl","","",""
"building e mining camp age 4_death_1.mtrl",".mtrl","","",""
"building e mining camp age 4_death_2.mtrl",".mtrl","","",""
"building e mining camp age 4_death_3.mtrl",".mtrl","","",""
"building e monument1 construction_0.mtrl",".mtrl","","",""
"building e monument1 construction_1.mtrl",".mtrl","","",""
"building e monument1 construction_2.mtrl",".mtrl","","",""
"building e monument1 construction_3.mtrl",".mtrl","","",""
"building e monument1 construction_4.mtrl",".mtrl","","",""
"building e monument1 construction_5.mtrl",".mtrl","","",""
"building e monument1 stand_0.mtrl",".mtrl","","",""
"building e monument1 stand_1.mtrl",".mtrl","","",""
"building e monument1_0.mtrl",".mtrl","","",""
"building e monument1_cinematic_0.mtrl",".mtrl","","",""
"building e monument1_death_0.mtrl",".mtrl","","",""
"building e monument2 construction_0.mtrl",".mtrl","","",""
"building e monument2 construction_1.mtrl",".mtrl","","",""
"building e monument2 construction_2.mtrl",".mtrl","","",""
"building e monument2 construction_3.mtrl",".mtrl","","",""
"building e monument2 construction_4.mtrl",".mtrl","","",""
"building e monument2 construction_5.mtrl",".mtrl","","",""
"building e monument2 stand_0.mtrl",".mtrl","","",""
"building e monument2 stand_1.mtrl",".mtrl","","",""
"building e monument2_0.mtrl",".mtrl","","",""
"building e monument2_cinematic_0.mtrl",".mtrl","","",""
"building e monument2_death_0.mtrl",".mtrl","","",""
"building e monument3 construction_0.mtrl",".mtrl","","",""
"building e monument3 construction_1.mtrl",".mtrl","","",""
"building e monument3 construction_2.mtrl",".mtrl","","",""
"building e monument3 construction_3.mtrl",".mtrl","","",""
"building e monument3 construction_4.mtrl",".mtrl","","",""
"building e monument3 stand_0.mtrl",".mtrl","","",""
"building e monument3_0.mtrl",".mtrl","","",""
"building e monument3_cinematic_0.mtrl",".mtrl","","",""
"building e monument3_death_0.mtrl",".mtrl","","",""
"building e monument4 construction_0.mtrl",".mtrl","","",""
"building e monument4 construction_1.mtrl",".mtrl","","",""
"building e monument4 construction_2.mtrl",".mtrl","","",""
"building e monument4 construction_3.mtrl",".mtrl","","",""
"building e monument4 construction_4.mtrl",".mtrl","","",""
"building e monument4 construction_5.mtrl",".mtrl","","",""
"building e monument4 construction_6.mtrl",".mtrl","","",""
"building e monument4 stand_0.mtrl",".mtrl","","",""
"building e monument4 stand_1.mtrl",".mtrl","","",""
"building e monument4_0.mtrl",".mtrl","","",""
"building e monument4_1.mtrl",".mtrl","","",""
"building e monument4_cinematic_0.mtrl",".mtrl","","",""
"building e monument4_cinematic_1.mtrl",".mtrl","","",""
"building e monument4_death_0.mtrl",".mtrl","","",""
"building e monument4_death_1.mtrl",".mtrl","","",""
"building e monument5 isis construction_0.mtrl",".mtrl","","",""
"building e monument5 isis construction_1.mtrl",".mtrl","","",""
"building e monument5 isis construction_2.mtrl",".mtrl","","",""
"building e monument5 isis construction_3.mtrl",".mtrl","","",""
"building e monument5 isis construction_4.mtrl",".mtrl","","",""
"building e monument5 isis_0.mtrl",".mtrl","","",""
"building e monument5 isis_cinematic_0.mtrl",".mtrl","","",""
"building e monument5 isis_death_0.mtrl",".mtrl","","",""
"building e monument5 ra construction_0.mtrl",".mtrl","","",""
"building e monument5 ra construction_1.mtrl",".mtrl","","",""
"building e monument5 ra construction_2.mtrl",".mtrl","","",""
"building e monument5 ra construction_3.mtrl",".mtrl","","",""
"building e monument5 ra construction_4.mtrl",".mtrl","","",""
"building e monument5 ra_0.mtrl",".mtrl","","",""
"building e monument5 ra_cinematic_0.mtrl",".mtrl","","",""
"building e monument5 ra_death_0.mtrl",".mtrl","","",""
"building e monument5 set construction_0.mtrl",".mtrl","","",""
"building e monument5 set construction_1.mtrl",".mtrl","","",""
"building e monument5 set construction_2.mtrl",".mtrl","","",""
"building e monument5 set construction_3.mtrl",".mtrl","","",""
"building e monument5 set construction_4.mtrl",".mtrl","","",""
"building e monument5 set_0.mtrl",".mtrl","","",""
"building e monument5 set_cinematic_0.mtrl",".mtrl","","",""
"building e monument5 set_death_0.mtrl",".mtrl","","",""
"building e monument5 stand_0.mtrl",".mtrl","","",""
"building e monument5 stand_1.mtrl",".mtrl","","",""
"building e monument5_0.mtrl",".mtrl","","",""
"building e monument5_1.mtrl",".mtrl","","",""
"building e monument5_2.mtrl",".mtrl","","",""
"building e obeliska_0.mtrl",".mtrl","","",""
"building e obeliska_1.mtrl",".mtrl","","",""
"building e obeliska_death_0.mtrl",".mtrl","","",""
"building e obeliska_death_1.mtrl",".mtrl","","",""
"building e obeliskb_0.mtrl",".mtrl","","",""
"building e obeliskb_1.mtrl",".mtrl","","",""
"building e obeliskb_death_0.mtrl",".mtrl","","",""
"building e obeliskb_death_1.mtrl",".mtrl","","",""
"building e obeliskc_0.mtrl",".mtrl","","",""
"building e obeliskc_1.mtrl",".mtrl","","",""
"building e obeliskc_death_0.mtrl",".mtrl","","",""
"building e obeliskc_death_1.mtrl",".mtrl","","",""
"building e osiris pyramid deading_0.mtrl",".mtrl","","",""
"building e osiris pyramid dead_0.mtrl",".mtrl","","",""
"building e osiris pyramid_0.mtrl",".mtrl","","",""
"building e osiris pyramid_deatha_0.mtrl",".mtrl","","",""
"building e outpost foundation_0.mtrl",".mtrl","","",""
"building e outpost foundation_1.mtrl",".mtrl","","",""
"building e outpost_0.mtrl",".mtrl","","",""
"building e outpost_1.mtrl",".mtrl","","",""
"building e outpost_birth_0.mtrl",".mtrl","","",""
"building e outpost_birth_1.mtrl",".mtrl","","",""
"building e outpost_death_0.mtrl",".mtrl","","",""
"building e outpost_death_1.mtrl",".mtrl","","",""
"building e pyramid_0.mtrl",".mtrl","","",""
"building e pyramid_1.mtrl",".mtrl","","",""
"building e pyramid_2.mtrl",".mtrl","","",""
"building e ra wonder con1_0.mtrl",".mtrl","","",""
"building e ra wonder con1_1.mtrl",".mtrl","","",""
"building e ra wonder con1_2.mtrl",".mtrl","","",""
"building e ra wonder con1_3.mtrl",".mtrl","","",""
"building e ra wonder con1_4.mtrl",".mtrl","","",""
"building e ra wonder con1_5.mtrl",".mtrl","","",""
"building e ra wonder con2_0.mtrl",".mtrl","","",""
"building e ra wonder con2_1.mtrl",".mtrl","","",""
"building e ra wonder con2_2.mtrl",".mtrl","","",""
"building e ra wonder con2_3.mtrl",".mtrl","","",""
"building e ra wonder con2_4.mtrl",".mtrl","","",""
"building e ra wonder con2_5.mtrl",".mtrl","","",""
"building e ra wonder con3_0.mtrl",".mtrl","","",""
"building e ra wonder con3_1.mtrl",".mtrl","","",""
"building e ra wonder con3_2.mtrl",".mtrl","","",""
"building e ra wonder con3_3.mtrl",".mtrl","","",""
"building e ra wonder con3_4.mtrl",".mtrl","","",""
"building e ra wonder con3_5.mtrl",".mtrl","","",""
"building e ra wonder_0.mtrl",".mtrl","","",""
"building e ra wonder_1.mtrl",".mtrl","","",""
"building e ra wonder_2.mtrl",".mtrl","","",""
"building e ra wonder_death_0.mtrl",".mtrl","","",""
"building e ra wonder_death_1.mtrl",".mtrl","","",""
"building e ra wonder_death_2.mtrl",".mtrl","","",""
"building e rubble2x2_0.mtrl",".mtrl","","",""
"building e rubble4x4_0.mtrl",".mtrl","","",""
"building e rubble5x5_0.mtrl",".mtrl","","",""
"building e rubble8x8_0.mtrl",".mtrl","","",""
"building e set wonder con2_0.mtrl",".mtrl","","",""
"building e set wonder con2_1.mtrl",".mtrl","","",""
"building e set wonder con2_2.mtrl",".mtrl","","",""
"building e set wonder con2_3.mtrl",".mtrl","","",""
"building e set wonder con2_4.mtrl",".mtrl","","",""
"building e set wonder con2_5.mtrl",".mtrl","","",""
"building e set wonder con3_0.mtrl",".mtrl","","",""
"building e set wonder con3_1.mtrl",".mtrl","","",""
"building e set wonder con3_2.mtrl",".mtrl","","",""
"building e set wonder con3_3.mtrl",".mtrl","","",""
"building e set wonder con3_4.mtrl",".mtrl","","",""
"building e set wonder con3_5.mtrl",".mtrl","","",""
"building e set wonder_0.mtrl",".mtrl","","",""
"building e set wonder_1.mtrl",".mtrl","","",""
"building e set wonder_2.mtrl",".mtrl","","",""
"building e set wonder_3.mtrl",".mtrl","","",""
"building e set wonder_death_0.mtrl",".mtrl","","",""
"building e set wonder_death_1.mtrl",".mtrl","","",""
"building e set wonder_death_2.mtrl",".mtrl","","",""
"building e set wonder_death_3.mtrl",".mtrl","","",""
"building e settlement age1_0.mtrl",".mtrl","","",""
"building e settlement age1_1.mtrl",".mtrl","","",""
"building e settlement age1_2.mtrl",".mtrl","","",""
"building e settlement age1_3.mtrl",".mtrl","","",""
"building e settlement age1_4.mtrl",".mtrl","","",""
"building e settlement age1_death_0.mtrl",".mtrl","","",""
"building e settlement age1_death_1.mtrl",".mtrl","","",""
"building e settlement age1_death_2.mtrl",".mtrl","","",""
"building e settlement age2_0.mtrl",".mtrl","","",""
"building e settlement age2_1.mtrl",".mtrl","","",""
"building e settlement age2_2.mtrl",".mtrl","","",""
"building e settlement age2_3.mtrl",".mtrl","","",""
"building e settlement age2_4.mtrl",".mtrl","","",""
"building e settlement age2_5.mtrl",".mtrl","","",""
"building e settlement age2_death_0.mtrl",".mtrl","","",""
"building e settlement age2_death_1.mtrl",".mtrl","","",""
"building e settlement age2_death_2.mtrl",".mtrl","","",""
"building e settlement age2_death_3.mtrl",".mtrl","","",""
"building e settlement age2_death_4.mtrl",".mtrl","","",""
"building e settlement age3 fortified_0.mtrl",".mtrl","","",""
"building e settlement age3 fortified_1.mtrl",".mtrl","","",""
"building e settlement age3 fortified_2.mtrl",".mtrl","","",""
"building e settlement age3 fortified_3.mtrl",".mtrl","","",""
"building e settlement age3 fortified_death_0.mtrl",".mtrl","","",""
"building e settlement age3 fortified_death_1.mtrl",".mtrl","","",""
"building e settlement age3 fortified_death_2.mtrl",".mtrl","","",""
"building e settlement age3 fortified_death_3.mtrl",".mtrl","","",""
"building e settlement age3_0.mtrl",".mtrl","","",""
"building e settlement age3_1.mtrl",".mtrl","","",""
"building e settlement age3_2.mtrl",".mtrl","","",""
"building e settlement age3_3.mtrl",".mtrl","","",""
"building e settlement age3_4.mtrl",".mtrl","","",""
"building e settlement age3_death_0.mtrl",".mtrl","","",""
"building e settlement age3_death_1.mtrl",".mtrl","","",""
"building e settlement age3_death_2.mtrl",".mtrl","","",""
"building e settlement age3_death_3.mtrl",".mtrl","","",""
"building e settlement age4 fortified_0.mtrl",".mtrl","","",""
"building e settlement age4 fortified_1.mtrl",".mtrl","","",""
"building e settlement age4 fortified_2.mtrl",".mtrl","","",""
"building e settlement age4 fortified_3.mtrl",".mtrl","","",""
"building e settlement age4 fortified_4.mtrl",".mtrl","","",""
"building e settlement age4 fortified_5.mtrl",".mtrl","","",""
"building e settlement age4 fortified_death_0.mtrl",".mtrl","","",""
"building e settlement age4 fortified_death_1.mtrl",".mtrl","","",""
"building e settlement age4 fortified_death_2.mtrl",".mtrl","","",""
"building e settlement age4 fortified_death_3.mtrl",".mtrl","","",""
"building e settlement age4_0.mtrl",".mtrl","","",""
"building e settlement age4_1.mtrl",".mtrl","","",""
"building e settlement age4_2.mtrl",".mtrl","","",""
"building e settlement age4_3.mtrl",".mtrl","","",""
"building e settlement age4_4.mtrl",".mtrl","","",""
"building e settlement age4_5.mtrl",".mtrl","","",""
"building e settlement age4_death_0.mtrl",".mtrl","","",""
"building e settlement age4_death_1.mtrl",".mtrl","","",""
"building e settlement age4_death_2.mtrl",".mtrl","","",""
"building e settlement age4_death_3.mtrl",".mtrl","","",""
"building e shrine_0.mtrl",".mtrl","","",""
"building e shrine_1.mtrl",".mtrl","","",""
"building e shrine_2.mtrl",".mtrl","","",""
"building e siege camp age3_0.mtrl",".mtrl","","",""
"building e siege camp age3_1.mtrl",".mtrl","","",""
"building e siege camp age3_2.mtrl",".mtrl","","",""
"building e siege camp age3_3.mtrl",".mtrl","","",""
"building e siege camp age3_4.mtrl",".mtrl","","",""
"building e siege camp age3_5.mtrl",".mtrl","","",""
"building e siege camp age3_death_0.mtrl",".mtrl","","",""
"building e siege camp age3_death_1.mtrl",".mtrl","","",""
"building e siege camp age3_death_2.mtrl",".mtrl","","",""
"building e siege camp age3_death_3.mtrl",".mtrl","","",""
"building e siege camp age4_0.mtrl",".mtrl","","",""
"building e siege camp age4_1.mtrl",".mtrl","","",""
"building e siege camp age4_2.mtrl",".mtrl","","",""
"building e siege camp age4_3.mtrl",".mtrl","","",""
"building e siege camp age4_4.mtrl",".mtrl","","",""
"building e siege camp age4_death_0.mtrl",".mtrl","","",""
"building e siege camp age4_death_1.mtrl",".mtrl","","",""
"building e siege camp age4_death_2.mtrl",".mtrl","","",""
"building e siegeconstruction_0.mtrl",".mtrl","","",""
"building e siegeconstruction_1.mtrl",".mtrl","","",""
"building e siegeconstruction_2.mtrl",".mtrl","","",""
"building e statue a_0.mtrl",".mtrl","","",""
"building e statue a_death_0.mtrl",".mtrl","","",""
"building e statue c_0.mtrl",".mtrl","","",""
"building e statue c_1.mtrl",".mtrl","","",""
"building e statue c_2.mtrl",".mtrl","","",""
"building e statue d_0.mtrl",".mtrl","","",""
"building e statue d_1.mtrl",".mtrl","","",""
"building e statue d_2.mtrl",".mtrl","","",""
"building e stone dam stage1_0.mtrl",".mtrl","","",""
"building e stone dam stage2_0.mtrl",".mtrl","","",""
"building e stone dam stage3_0.mtrl",".mtrl","","",""
"building e tarp siege camp_0.mtrl",".mtrl","","",""
"building e temple age1_0.mtrl",".mtrl","","",""
"building e temple age1_1.mtrl",".mtrl","","",""
"building e temple age1_2.mtrl",".mtrl","","",""
"building e temple age1_death_0.mtrl",".mtrl","","",""
"building e temple age1_death_1.mtrl",".mtrl","","",""
"building e temple age1_death_2.mtrl",".mtrl","","",""
"building e temple age2_0.mtrl",".mtrl","","",""
"building e temple age2_1.mtrl",".mtrl","","",""
"building e temple age2_2.mtrl",".mtrl","","",""
"building e temple age2_death_0.mtrl",".mtrl","","",""
"building e temple age2_death_1.mtrl",".mtrl","","",""
"building e temple age2_death_2.mtrl",".mtrl","","",""
"building e temple age3_0.mtrl",".mtrl","","",""
"building e temple age3_1.mtrl",".mtrl","","",""
"building e temple age3_2.mtrl",".mtrl","","",""
"building e temple age3_3.mtrl",".mtrl","","",""
"building e temple age3_death_0.mtrl",".mtrl","","",""
"building e temple age3_death_1.mtrl",".mtrl","","",""
"building e temple age3_death_2.mtrl",".mtrl","","",""
"building e temple age3_death_3.mtrl",".mtrl","","",""
"building e temple age4_0.mtrl",".mtrl","","",""
"building e temple age4_1.mtrl",".mtrl","","",""
"building e temple age4_2.mtrl",".mtrl","","",""
"building e temple age4_3.mtrl",".mtrl","","",""
"building e temple age4_death_0.mtrl",".mtrl","","",""
"building e temple age4_death_1.mtrl",".mtrl","","",""
"building e temple age4_death_2.mtrl",".mtrl","","",""
"building e temple age4_death_3.mtrl",".mtrl","","",""
"building e titan gate stage1_0.mtrl",".mtrl","","",""
"building e titan gate stage1_1.mtrl",".mtrl","","",""
"building e titan gate stage1_2.mtrl",".mtrl","","",""
"building e titan gate stage2_0.mtrl",".mtrl","","",""
"building e titan gate stage2_1.mtrl",".mtrl","","",""
"building e titan gate stage2_2.mtrl",".mtrl","","",""
"building e titan gate stage3_0.mtrl",".mtrl","","",""
"building e titan gate stage3_1.mtrl",".mtrl","","",""
"building e titan gate stage3_2.mtrl",".mtrl","","",""
"building e titan gate stage4_0.mtrl",".mtrl","","",""
"building e titan gate stage4_1.mtrl",".mtrl","","",""
"building e tower age2_0.mtrl",".mtrl","","",""
"building e tower age2_1.mtrl",".mtrl","","",""
"building e tower age2_2.mtrl",".mtrl","","",""
"building e tower_0.mtrl",".mtrl","","",""
"building e tower_1.mtrl",".mtrl","","",""
"building e tradedock age1_0.mtrl",".mtrl","","",""
"building e tradedock age1_1.mtrl",".mtrl","","",""
"building e tradedock age1_2.mtrl",".mtrl","","",""
"building e tradedock age1_3.mtrl",".mtrl","","",""
"building e tradedock age1_4.mtrl",".mtrl","","",""
"building e tradedock age1_5.mtrl",".mtrl","","",""
"building e tradedock age1_6.mtrl",".mtrl","","",""
"building e tradedock age1_death_0.mtrl",".mtrl","","",""
"building e tradedock age1_death_1.mtrl",".mtrl","","",""
"building e tradedock age1_death_2.mtrl",".mtrl","","",""
"building e tradedock age1_death_3.mtrl",".mtrl","","",""
"building e tradedock age2_0.mtrl",".mtrl","","",""
"building e tradedock age2_1.mtrl",".mtrl","","",""
"building e tradedock age2_2.mtrl",".mtrl","","",""
"building e tradedock age2_3.mtrl",".mtrl","","",""
"building e tradedock age2_4.mtrl",".mtrl","","",""
"building e tradedock age2_5.mtrl",".mtrl","","",""
"building e tradedock age2_death_0.mtrl",".mtrl","","",""
"building e tradedock age2_death_1.mtrl",".mtrl","","",""
"building e tradedock age2_death_2.mtrl",".mtrl","","",""
"building e tradedock age2_death_3.mtrl",".mtrl","","",""
"building e tradedock age3_0.mtrl",".mtrl","","",""
"building e tradedock age3_1.mtrl",".mtrl","","",""
"building e tradedock age3_2.mtrl",".mtrl","","",""
"building e tradedock age3_3.mtrl",".mtrl","","",""
"building e tradedock age3_4.mtrl",".mtrl","","",""
"building e tradedock age3_5.mtrl",".mtrl","","",""
"building e tradedock age3_death_0.mtrl",".mtrl","","",""
"building e tradedock age3_death_1.mtrl",".mtrl","","",""
"building e tradedock age3_death_2.mtrl",".mtrl","","",""
"building e tradedock age3_death_3.mtrl",".mtrl","","",""
"building e tradedock age4_0.mtrl",".mtrl","","",""
"building e tradedock age4_1.mtrl",".mtrl","","",""
"building e tradedock age4_2.mtrl",".mtrl","","",""
"building e tradedock age4_3.mtrl",".mtrl","","",""
"building e tradedock age4_4.mtrl",".mtrl","","",""
"building e tradedock age4_5.mtrl",".mtrl","","",""
"building e tradedock age4_6.mtrl",".mtrl","","",""
"building e tradedock age4_death_0.mtrl",".mtrl","","",""
"building e tradedock age4_death_1.mtrl",".mtrl","","",""
"building e tradedock age4_death_2.mtrl",".mtrl","","",""
"building e tradedock age4_death_3.mtrl",".mtrl","","",""
"building e tradedock age4_death_4.mtrl",".mtrl","","",""
"building e wallcit long stage1_0.mtrl",".mtrl","","",""
"building e wallcit long stage1_1.mtrl",".mtrl","","",""
"building e wallcit long stage1_2.mtrl",".mtrl","","",""
"building e wallcit long stage2_0.mtrl",".mtrl","","",""
"building e wallcit long stage2_1.mtrl",".mtrl","","",""
"building e wallcit long stage2_2.mtrl",".mtrl","","",""
"building e wallcit long stage3_0.mtrl",".mtrl","","",""
"building e wallcit long stage3_1.mtrl",".mtrl","","",""
"building e wallcit long stage3_2.mtrl",".mtrl","","",""
"building e wallcit long stage3_death_0.mtrl",".mtrl","","",""
"building e wallcit long stage3_death_1.mtrl",".mtrl","","",""
"building e wallcit long stage3_death_2.mtrl",".mtrl","","",""
"building e wallcit medium stage1_0.mtrl",".mtrl","","",""
"building e wallcit medium stage1_1.mtrl",".mtrl","","",""
"building e wallcit medium stage1_2.mtrl",".mtrl","","",""
"building e wallcit medium stage2_0.mtrl",".mtrl","","",""
"building e wallcit medium stage2_1.mtrl",".mtrl","","",""
"building e wallcit medium stage2_2.mtrl",".mtrl","","",""
"building e wallcit medium stage3_0.mtrl",".mtrl","","",""
"building e wallcit medium stage3_1.mtrl",".mtrl","","",""
"building e wallcit medium stage3_2.mtrl",".mtrl","","",""
"building e wallcit medium stage3_death_0.mtrl",".mtrl","","",""
"building e wallcit medium stage3_death_1.mtrl",".mtrl","","",""
"building e wallcit medium stage3_death_2.mtrl",".mtrl","","",""
"building e wallcit short stage1_0.mtrl",".mtrl","","",""
"building e wallcit short stage1_1.mtrl",".mtrl","","",""
"building e wallcit short stage1_2.mtrl",".mtrl","","",""
"building e wallcit short stage2_0.mtrl",".mtrl","","",""
"building e wallcit short stage2_1.mtrl",".mtrl","","",""
"building e wallcit short stage2_2.mtrl",".mtrl","","",""
"building e wallcit short stage3_0.mtrl",".mtrl","","",""
"building e wallcit short stage3_1.mtrl",".mtrl","","",""
"building e wallcit short stage3_2.mtrl",".mtrl","","",""
"building e wallcit short stage3_death_0.mtrl",".mtrl","","",""
"building e wallcit short stage3_death_1.mtrl",".mtrl","","",""
"building e wallcit short stage3_death_2.mtrl",".mtrl","","",""
"building e wallcon stage1_0.mtrl",".mtrl","","",""
"building e wallcon stage1_1.mtrl",".mtrl","","",""
"building e wallcon stage1_2.mtrl",".mtrl","","",""
"building e wallcon stage1_3.mtrl",".mtrl","","",""
"building e wallcon stage2_0.mtrl",".mtrl","","",""
"building e wallcon stage2_1.mtrl",".mtrl","","",""
"building e wallcon stage2_2.mtrl",".mtrl","","",""
"building e wallcon stage2_3.mtrl",".mtrl","","",""
"building e wallcon stage3_0.mtrl",".mtrl","","",""
"building e wallcon stage3_1.mtrl",".mtrl","","",""
"building e wallcon stage3_2.mtrl",".mtrl","","",""
"building e wallcon stage3_3.mtrl",".mtrl","","",""
"building e wallcon stage3_death_0.mtrl",".mtrl","","",""
"building e wallcon stage3_death_1.mtrl",".mtrl","","",""
"building e wallcon stage3_death_2.mtrl",".mtrl","","",""
"building e wallcon stage3_death_3.mtrl",".mtrl","","",""
"building e wallconnector age2_0.mtrl",".mtrl","","",""
"building e wallconnector age2_1.mtrl",".mtrl","","",""
"building e wallconnector age2_death_0.mtrl",".mtrl","","",""
"building e wallconnector age2_death_1.mtrl",".mtrl","","",""
"building e wallconnector age3_0.mtrl",".mtrl","","",""
"building e wallconnector age3_1.mtrl",".mtrl","","",""
"building e wallconnector age3_2.mtrl",".mtrl","","",""
"building e wallconnector age4_0.mtrl",".mtrl","","",""
"building e wallconnector age4_1.mtrl",".mtrl","","",""
"building e wallconnector age4_death_0.mtrl",".mtrl","","",""
"building e wallconnector age4_death_1.mtrl",".mtrl","","",""
"building e wallfort long stage1_0.mtrl",".mtrl","","",""
"building e wallfort long stage1_1.mtrl",".mtrl","","",""
"building e wallfort long stage1_2.mtrl",".mtrl","","",""
"building e wallfort long stage1_3.mtrl",".mtrl","","",""
"building e wallfort long stage2_0.mtrl",".mtrl","","",""
"building e wallfort long stage2_1.mtrl",".mtrl","","",""
"building e wallfort long stage2_2.mtrl",".mtrl","","",""
"building e wallfort long stage2_3.mtrl",".mtrl","","",""
"building e wallfort long stage3_0.mtrl",".mtrl","","",""
"building e wallfort long stage3_1.mtrl",".mtrl","","",""
"building e wallfort long stage3_2.mtrl",".mtrl","","",""
"building e wallfort long stage3_3.mtrl",".mtrl","","",""
"building e wallfort long stage3_death_0.mtrl",".mtrl","","",""
"building e wallfort long stage3_death_1.mtrl",".mtrl","","",""
"building e wallfort long stage3_death_2.mtrl",".mtrl","","",""
"building e wallfort long stage3_death_3.mtrl",".mtrl","","",""
"building e wallfort medium stage1_0.mtrl",".mtrl","","",""
"building e wallfort medium stage1_1.mtrl",".mtrl","","",""
"building e wallfort medium stage1_2.mtrl",".mtrl","","",""
"building e wallfort medium stage1_3.mtrl",".mtrl","","",""
"building e wallfort medium stage2_0.mtrl",".mtrl","","",""
"building e wallfort medium stage2_1.mtrl",".mtrl","","",""
"building e wallfort medium stage2_2.mtrl",".mtrl","","",""
"building e wallfort medium stage2_3.mtrl",".mtrl","","",""
"building e wallfort medium stage3_0.mtrl",".mtrl","","",""
"building e wallfort medium stage3_1.mtrl",".mtrl","","",""
"building e wallfort medium stage3_2.mtrl",".mtrl","","",""
"building e wallfort medium stage3_3.mtrl",".mtrl","","",""
"building e wallfort medium stage3_death_0.mtrl",".mtrl","","",""
"building e wallfort medium stage3_death_1.mtrl",".mtrl","","",""
"building e wallfort medium stage3_death_2.mtrl",".mtrl","","",""
"building e wallfort medium stage3_death_3.mtrl",".mtrl","","",""
"building e wallfort short stage1_0.mtrl",".mtrl","","",""
"building e wallfort short stage1_1.mtrl",".mtrl","","",""
"building e wallfort short stage1_2.mtrl",".mtrl","","",""
"building e wallfort short stage1_3.mtrl",".mtrl","","",""
"building e wallfort short stage2_0.mtrl",".mtrl","","",""
"building e wallfort short stage2_1.mtrl",".mtrl","","",""
"building e wallfort short stage2_2.mtrl",".mtrl","","",""
"building e wallfort short stage2_3.mtrl",".mtrl","","",""
"building e wallfort short stage3_0.mtrl",".mtrl","","",""
"building e wallfort short stage3_1.mtrl",".mtrl","","",""
"building e wallfort short stage3_2.mtrl",".mtrl","","",""
"building e wallfort short stage3_3.mtrl",".mtrl","","",""
"building e wallfort short stage3_death_0.mtrl",".mtrl","","",""
"building e wallfort short stage3_death_1.mtrl",".mtrl","","",""
"building e wallfort short stage3_death_2.mtrl",".mtrl","","",""
"building e wallfort short stage3_death_3.mtrl",".mtrl","","",""
"building e walllong age2_0.mtrl",".mtrl","","",""
"building e walllong age2_1.mtrl",".mtrl","","",""
"building e walllong age3_0.mtrl",".mtrl","","",""
"building e walllong age3_1.mtrl",".mtrl","","",""
"building e walllong age3_2.mtrl",".mtrl","","",""
"building e walllong age4_0.mtrl",".mtrl","","",""
"building e walllong age4_1.mtrl",".mtrl","","",""
"building e wallmedium age2_0.mtrl",".mtrl","","",""
"building e wallmedium age2_1.mtrl",".mtrl","","",""
"building e wallmedium age3_0.mtrl",".mtrl","","",""
"building e wallmedium age3_1.mtrl",".mtrl","","",""
"building e wallmedium age3_2.mtrl",".mtrl","","",""
"building e wallmedium age4_0.mtrl",".mtrl","","",""
"building e wallmedium age4_1.mtrl",".mtrl","","",""
"building e wallshort age2_0.mtrl",".mtrl","","",""
"building e wallshort age2_1.mtrl",".mtrl","","",""
"building e wallshort age3_0.mtrl",".mtrl","","",""
"building e wallshort age3_1.mtrl",".mtrl","","",""
"building e wallshort age3_2.mtrl",".mtrl","","",""
"building e wallshort age4_0.mtrl",".mtrl","","",""
"building e wallshort age4_1.mtrl",".mtrl","","",""
"building e wallstone stage1_0.mtrl",".mtrl","","",""
"building e wallstone stage1_1.mtrl",".mtrl","","",""
